基金代码,基金简称,公告日期,截止日期,报告期期初基金总份额,报告期基金总申购份额,报告期基金总赎回份额,报告期期末基金总份额,定期报告所属年度,报告类型
020018,国泰金鹿混合,2019-04-22 00:00:00,2019-03-31 00:00:00,167829705.47,9081712.29,40793807.56,136117610.2,2019,基金定期报告
040045,华安添鑫中短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,7704241.4,6992107.01,2964575.64,11731772.77,2019,基金定期报告
090023,大成安汇金融债债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,126466766.59,151911914.64,28699824.59,249678856.64,2019,基金定期报告
091023,大成安汇金融债债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,22585166967.68,188310717.76,221400833.84,22552076851.6,2019,基金定期报告
100050,富国全球债券(QDII)A,2019-04-22 00:00:00,2019-03-31 00:00:00,37243398.51,1491895.9,6046213.02,32689081.39,2019,基金定期报告
110050,易方达安和中短债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,254888355.2,40438286.03,71210259.63,224116381.6,2019,基金定期报告
110051,易方达安和中短债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,24907132713.2,264747553.82,71270138.81,25100610128.21,2019,基金定期报告
110052,易方达安源中短债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,209626851.02,1365123.68,61318444.77,149673529.93,2019,基金定期报告
110053,易方达安源中短债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,116830990.8,258280932.23,0.0,375111923.03,2019,基金定期报告
160127,南方新兴消费增长股票(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,910680031.84,-48488058.89,193288504.18,668903468.77,2019,基金定期报告
160135,南方中证高铁产业指数(LOF),2019-04-19 00:00:00,2019-03-31 00:00:00,244305480.33,104070987.37,117914030.58,230462437.12,2019,基金定期报告
160137,南方中证互联网指数(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,161271843.52,17078154.74,15391514.69,162958483.57,2019,基金定期报告
160217,国泰信用互利债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,177147433.67,71148350.34,35895551.89,212400232.12,2019,基金定期报告
160224,国泰中证计算机主题ETF联接A,2019-04-22 00:00:00,2019-03-31 00:00:00,176486338.18,207679290.7,118272868.87,265892760.01,2019,基金定期报告
160415,华安量化多因子混合(LOF),2019-04-20 00:00:00,2019-03-31 00:00:00,31085420.67,-3632983.63,11159044.01,16293393.03,2019,基金定期报告
160516,博时中证全指证券公司指数(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,141694082.22,39278535.26,36990249.76,143982367.72,2019,基金定期报告
160517,博时中证银行指数(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,152021129.05,18729292.98,44260436.35,126489985.68,2019,基金定期报告
160718,嘉实多利收益债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,42940310.97,3580578.2,3260458.81,43260430.36,2019,基金定期报告
160814,长盛中证金融地产指数(LOF),2019-04-22 00:00:00,2019-03-31 00:00:00,208342853.55,16242473.4,23258789.87,201326537.08,2019,基金定期报告
161019,富国新天锋债券(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,203398661.16,257539965.52,130134785.68,330803841.0,2019,基金定期报告
161029,富国中证银行指数(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,572669722.39,155182495.61,126638530.12,601213687.88,2019,基金定期报告
161118,易方达中小企业100指数(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,219409774.46,199879411.0,177986225.6,241302959.86,2019,基金定期报告
161121,易方达中证银行指数(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,192591297.27,30396951.15,90943998.72,132044249.7,2019,基金定期报告
161122,易方达生物科技指数(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,190146179.05,27981921.03,38211664.31,179916435.77,2019,基金定期报告
161620,融通核心价值混合(QDII)A,2019-04-18 00:00:00,2019-03-31 00:00:00,19839642.93,637961.28,648570.77,19829033.44,2019,基金定期报告
161628,融通中证云计算与大数据主题指数(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,60256945.49,7779601.38,13323330.49,54713216.38,2019,基金定期报告
161718,招商沪深300高贝塔指数,2019-04-18 00:00:00,2019-03-31 00:00:00,14814369.01,48676854.44,19810883.81,43680339.64,2019,基金定期报告
161811,银华沪深300指数(LOF),2019-04-18 00:00:00,2019-03-31 00:00:00,110146441.53,18423625.14,22954072.11,105615994.56,2019,基金定期报告
161816,银华中证等权重90指数(LOF),2019-04-18 00:00:00,2019-03-31 00:00:00,131054928.36,6051026.03,4382557.39,132723397.0,2019,基金定期报告
161818,银华消费主题混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,24556496.8,7976481.26,5978239.41,26554738.65,2019,基金定期报告
161834,银华鑫锐灵活配置混合(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,1622371621.44,0.0,0.0,1622371621.44,2019,基金定期报告
162216,宏利中证500指数增强(LOF),2019-04-19 00:00:00,2019-03-31 00:00:00,218406095.17,34335847.09,67198779.43,185543162.83,2019,基金定期报告
162413,华宝中证1000指数A,2019-04-19 00:00:00,2019-03-31 00:00:00,56983722.42,9876868.28,8631417.56,58229173.14,2019,基金定期报告
162509,国联安中证100指数(LOF),2019-04-22 00:00:00,2019-03-31 00:00:00,24623894.25,9599472.68,9970507.13,24252859.8,2019,基金定期报告
162714,广发深证100指数(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,75811864.43,8099426.76,56582290.39,27329000.8,2019,基金定期报告
162907,泰信中证锐联基本面400指数(LOF),2019-04-18 00:00:00,2019-03-31 00:00:00,44080767.84,1049911.66,980671.38,44150008.12,2019,基金定期报告
163114,申万菱信中证环保产业指数(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,284301665.9,10577960.08,63492698.05,231386927.93,2019,基金定期报告
163116,申万菱信中证申万电子行业投资指数(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,112692299.51,109986938.55,82083710.02,140595528.04,2019,基金定期报告
163209,诺安创业板指数增强(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,14765179.84,29685548.28,30452610.89,13998117.23,2019,基金定期报告
163417,兴全合宜灵活配置混合(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,32699591962.8,0.0,247.68,32699591715.12,2019,基金定期报告
163827,中银产业债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,372948598.37,0.0,0.0,372948598.37,2019,基金定期报告
164304,新华中证环保产业指数,2019-04-18 00:00:00,2019-03-31 00:00:00,46836271.0,4763023.04,7436954.9,44162339.14,2019,基金定期报告
164401,前海开源中证健康产业指数,2019-04-19 00:00:00,2019-03-31 00:00:00,22160277.56,39463798.74,27389643.24,34234433.06,2019,基金定期报告
164508,富兰克林国海中证100指数增强(LOF),2019-04-22 00:00:00,2019-03-31 00:00:00,45029997.96,5098127.04,5379067.02,44749057.98,2019,基金定期报告
164705,汇添富恒生指数(QDII-LOF)A,2019-04-20 00:00:00,2019-03-31 00:00:00,139276944.04,28634854.15,82311812.99,85599985.2,2019,基金定期报告
164809,工银瑞信中证500ETF联接A,2019-04-22 00:00:00,2019-03-31 00:00:00,172057104.68,12099733.84,20706431.31,163450407.21,2019,基金定期报告
164818,工银瑞信中证传媒指数(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,54771857.95,21021442.87,26668883.65,49124417.17,2019,基金定期报告
164905,交银施罗德国证新能源指数(LOF)A,2019-04-20 00:00:00,2019-03-31 00:00:00,273983124.29,10724178.36,20223979.66,264483322.99,2019,基金定期报告
165310,建信沪深300指数增强(LOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,77418958.67,2509483.37,3245078.1,76683363.94,2019,基金定期报告
166023,中欧瑞丰灵活配置混合(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,1164196608.13,0.0,0.0,1164196608.13,2019,基金定期报告
168101,九泰锐智事件驱动灵活配置混合(LOF),2019-04-20 00:00:00,2019-03-31 00:00:00,360196456.68,0.0,0.0,360196456.68,2019,基金定期报告
168205,中融中证银行指数(LOF),2019-04-19 00:00:00,2019-03-31 00:00:00,12425868.61,12642218.35,13395220.78,11672866.18,2019,基金定期报告
168401,红土创新转型精选灵活配置混合(LOF),2019-04-19 00:00:00,2019-03-31 00:00:00,210524085.37,194015.59,159306674.25,51411426.71,2019,基金定期报告
169102,东方红睿阳三年定期开放灵活配置混合,2019-04-22 00:00:00,2019-03-31 00:00:00,1130881034.91,0.0,15361328.83,1115519706.08,2019,基金定期报告
169103,东方红睿轩三年定期开放灵活配置混合,2019-04-22 00:00:00,2019-03-31 00:00:00,1038637366.58,2139269907.5,450799783.54,2727107490.54,2019,基金定期报告
169104,东方红睿满沪港深灵活配置混合(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,1144692038.17,0.0,0.0,1144692038.17,2019,基金定期报告
169105,东方红睿华沪港深灵活配置混合(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,6365901942.56,0.0,0.0,6365901942.56,2019,基金定期报告
202213,南方核心竞争混合,2019-04-19 00:00:00,2019-03-31 00:00:00,299145777.6,20062974.3,120275429.67,198933322.23,2019,基金定期报告
206006,鹏华全球中短债债券(QDII)A,2019-04-19 00:00:00,2019-03-31 00:00:00,40704863.18,577942.26,5384304.81,35898500.63,2019,基金定期报告
217025,招商理财7天债券型A,2019-04-18 00:00:00,2019-03-31 00:00:00,346835813.99,155345484.68,236780623.34,265400675.33,2019,基金定期报告
217026,招商理财7天债券型B,2019-04-18 00:00:00,2019-03-31 00:00:00,19864367.61,139663.31,0.0,20004030.92,2019,基金定期报告
270046,广发景荣纯债债券,2019-04-22 00:00:00,2019-03-31 00:00:00,975456665.76,6277107.23,253270127.53,728463645.46,2019,基金定期报告
360019,光大保德信添天盈五年定期开放债券,2019-04-22 00:00:00,2019-03-31 00:00:00,219412098.49,35328448.97,87110145.18,167630402.28,2019,基金定期报告
380010,中银聚享债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,223602212.09,1704412.28,95631512.21,129675112.16,2019,基金定期报告
380011,中银聚享债券B,2019-04-18 00:00:00,2019-03-31 00:00:00,26218387561.17,218426610.81,88711681.83,26348102490.15,2019,基金定期报告
400020,东方成长回报平衡混合,2019-04-19 00:00:00,2019-03-31 00:00:00,674407729.23,762431.65,45370830.13,629799330.75,2019,基金定期报告
470014,汇添富理财14天债券型A,2019-04-20 00:00:00,2019-03-31 00:00:00,384066901.8,103413693.97,253741379.7,233739216.07,2019,基金定期报告
470030,汇添富鑫禧债券,2019-04-20 00:00:00,2019-03-31 00:00:00,551197295.14,3628865.91,146811205.8,408014955.25,2019,基金定期报告
470060,汇添富理财60天债券型A,2019-04-20 00:00:00,2019-03-31 00:00:00,368483197.81,4109875.17,115063555.51,257529517.47,2019,基金定期报告
471014,汇添富理财14天债券型B,2019-04-20 00:00:00,2019-03-31 00:00:00,15328613499.77,132507625.71,29982238.44,15431138887.04,2019,基金定期报告
471060,汇添富理财60天债券型B,2019-04-20 00:00:00,2019-03-31 00:00:00,3006893070.12,10851447.31,2745031959.59,272712557.84,2019,基金定期报告
472007,汇添富利率债债券,2019-04-20 00:00:00,2019-03-31 00:00:00,15865935995.54,124257529.61,21113431.25,15969080093.9,2019,基金定期报告
485018,工银瑞信7天理财债券B,2019-04-22 00:00:00,2019-03-31 00:00:00,7923512744.47,52893212.31,2062566390.76,5913839566.02,2019,基金定期报告
485020,工银瑞信14天理财债券B,2019-04-22 00:00:00,2019-03-31 00:00:00,8498300700.53,63043992.84,75720108.86,8485624584.51,2019,基金定期报告
485022,工银瑞信尊益中短债债券F,2019-04-22 00:00:00,2019-03-31 00:00:00,2793153098.02,24937113.72,93328240.73,2724761971.01,2019,基金定期报告
485118,工银瑞信7天理财债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,4633456672.96,61207772.99,1698385868.94,2996278577.01,2019,基金定期报告
485120,工银瑞信14天理财债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,1092494035.77,6087642.02,358395805.97,740185871.82,2019,基金定期报告
485122,工银瑞信尊益中短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,1160665138.62,8424543.03,322964112.54,846125569.11,2019,基金定期报告
501002,长信价值优选混合,2019-04-22 00:00:00,2019-03-31 00:00:00,7624198.8,58372.15,440014.35,7242556.6,2019,基金定期报告
501032,财通福盛多策略混合(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,262843329.72,0.0,0.0,262843329.72,2019,基金定期报告
501039,汇添富睿丰混合(LOF)A,2019-04-20 00:00:00,2019-03-31 00:00:00,227597293.85,0.0,0.0,227597293.85,2019,基金定期报告
501040,汇添富睿丰混合(LOF)C,2019-04-20 00:00:00,2019-03-31 00:00:00,105218834.87,0.0,0.0,105218834.87,2019,基金定期报告
501041,汇添富弘安混合型(LOF)A,2019-04-20 00:00:00,2019-03-31 00:00:00,191445725.97,0.0,0.0,191445725.97,2019,基金定期报告
501042,汇添富弘安混合型(LOF)C,2019-04-20 00:00:00,2019-03-31 00:00:00,138094222.01,0.0,0.0,138094222.01,2019,基金定期报告
501063,汇添富悦享定期开放混合,2019-04-20 00:00:00,2019-03-31 00:00:00,961499770.6,0.0,0.0,961499770.6,2019,基金定期报告
501069,华宝标普中国A股质量价值指数(LOF),2019-04-19 00:00:00,2019-03-31 00:00:00,279640252.85,9459754.06,245457098.3,43642908.61,2019,基金定期报告
501070,广发睿阳三年定期开放混合,2019-04-22 00:00:00,2019-03-31 00:00:00,672669865.65,0.0,0.0,672669865.65,2019,基金定期报告
501311,嘉实恒生港股通新经济指数(LOF)A,2019-04-20 00:00:00,2019-03-31 00:00:00,280001021.99,3677915.73,262934886.9,20744050.82,2019,基金定期报告
502000,西部利得中证500指数增强(LOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,209049425.39,74922759.62,60178010.58,223794174.43,2019,基金定期报告
502020,国金上证50指数增强(LOF),2019-04-22 00:00:00,2019-03-31 00:00:00,43220470.1,14672271.25,22447740.09,35445001.26,2019,基金定期报告
502040,长盛上证50指数(LOF),2019-04-22 00:00:00,2019-03-31 00:00:00,13844850.29,2265006.84,4931202.69,11178654.44,2019,基金定期报告
502056,广发中证医疗ETF联接(LOF)A,2019-04-22 00:00:00,2019-03-31 00:00:00,165428546.26,22974767.76,53379178.62,135024135.4,2019,基金定期报告
512590,浦银安盛中证高股息精选ETF,2019-04-19 00:00:00,2019-03-31 00:00:00,349503444.0,14000000.0,308000000.0,55503444.0,2019,基金定期报告
519034,海富通中证500指数增强A,2019-04-20 00:00:00,2019-03-31 00:00:00,15821494.43,1925943.44,1773710.47,15973727.4,2019,基金定期报告
519136,海富通瑞丰债券,2019-04-20 00:00:00,2019-03-31 00:00:00,198196773.62,0.0,0.0,198196773.62,2019,基金定期报告
519137,海富通瑞福债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,300038205.16,0.0,0.0,300038205.16,2019,基金定期报告
519197,万家颐达灵活配置混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,304590768.02,106443.1,20636065.58,284061145.54,2019,基金定期报告
519198,万家颐和灵活配置混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,597658869.62,4248818.31,8028104.25,593879583.68,2019,基金定期报告
519199,万家家享中短债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,36712516.03,54252.23,7528704.52,29238063.74,2019,基金定期报告
519208,万家3-5年政策性金融债纯债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,243764.88,0.0,0.0,243764.88,2019,基金定期报告
519209,万家3-5年政策性金融债纯债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,43834.39,0.0,0.0,43834.39,2019,基金定期报告
519334,浦银安盛盛勤3个月定期开放债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,50004864.47,0.0,0.0,50004864.47,2019,基金定期报告
519335,浦银安盛盛勤3个月定期开放债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,3514.98,0.0,39.87,3475.11,2019,基金定期报告
519662,银河久益回报6个月定期开放债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,1574606433.74,102636707.55,208617323.09,1468625818.2,2019,基金定期报告
519663,银河久益回报6个月定期开放债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,12773406.85,76638.5,1759894.18,11090151.17,2019,基金定期报告
519717,交银施罗德中高等级信用债债券,2019-04-20 00:00:00,2019-03-31 00:00:00,22881515242.07,175730901.84,2813163129.16,20244083014.75,2019,基金定期报告
519722,交银施罗德裕惠纯债债券,2019-04-20 00:00:00,2019-03-31 00:00:00,11759859670.82,95628780.92,2602246662.64,9253241789.1,2019,基金定期报告
519726,交银施罗德稳固收益债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,483443035.77,1186275.78,30661782.12,453967529.43,2019,基金定期报告
519766,交银施罗德荣鑫灵活配置混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,117888498.13,0.0,18746436.35,99142061.78,2019,基金定期报告
519937,长信先锐混合A,2019-04-22 00:00:00,2019-03-31 00:00:00,21233356.22,1262599.29,7999299.42,14496656.09,2019,基金定期报告
519942,长信利率债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,24510304.29,0.0,0.0,24510304.29,2019,基金定期报告
519943,长信利率债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,4622495.91,0.0,0.0,4622495.91,2019,基金定期报告
519944,长信富安纯债半年定期开放债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,59697374.99,0.0,0.0,59697374.99,2019,基金定期报告
519945,长信富安纯债半年定期开放债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,271073488.21,0.0,0.0,271073488.21,2019,基金定期报告
519991,长信双利优选混合A,2019-04-22 00:00:00,2019-03-31 00:00:00,1274544519.67,120203293.79,599304758.58,795443054.88,2019,基金定期报告
530028,建信短债债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,750632811.23,64487079.54,491865303.89,323254586.88,2019,基金定期报告
530029,建信荣元一年定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,81229694.22,1007815.37,10162871.93,72074637.66,2019,基金定期报告
530030,建信周盈安心理财债券型A,2019-04-19 00:00:00,2019-03-31 00:00:00,680087526.09,672218898.26,807023636.08,545282788.27,2019,基金定期报告
531028,建信短债债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,14999710249.26,650230063.91,937758095.21,14712182217.96,2019,基金定期报告
531030,建信周盈安心理财债券型B,2019-04-19 00:00:00,2019-03-31 00:00:00,63456930.37,5151841.43,40064030.75,28544741.05,2019,基金定期报告
539003,建信富时100指数(QDII)A,2019-04-19 00:00:00,2019-03-31 00:00:00,31232079.78,847593.64,1381663.61,30698009.81,2019,基金定期报告
540005,汇丰晋信平稳增利中短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,46416800.55,32907045.35,9675578.72,69648267.18,2019,基金定期报告
541005,汇丰晋信平稳增利中短债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,12483925.73,1162611.45,1651667.51,11994869.67,2019,基金定期报告
550012,中信保诚景华债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,59579488.03,39040114.36,37638257.14,60981345.25,2019,基金定期报告
550013,中信保诚景华债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,4119884109.96,36031726.15,594617564.71,3561298271.4,2019,基金定期报告
580008,东吴新产业精选股票A,2019-04-20 00:00:00,2019-03-31 00:00:00,83567739.35,1066053.76,4138445.71,80495347.4,2019,基金定期报告
590007,中邮中证500指数增强A,2019-04-19 00:00:00,2019-03-31 00:00:00,39990227.49,4997924.2,3604311.84,41383839.85,2019,基金定期报告
660016,农银汇理金聚高等级债券,2019-04-19 00:00:00,2019-03-31 00:00:00,619251717.94,390054493.36,467213567.03,542092644.27,2019,基金定期报告
690012,民生加银丰鑫债券,2019-04-20 00:00:00,2019-03-31 00:00:00,2675499570.46,17193534.47,929342875.15,1763350229.78,2019,基金定期报告
720002,财通可转债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,31241557.14,1207172.85,10758411.59,21690318.4,2019,基金定期报告
000006,西部利得量化成长混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,178414104.51,3025026.97,43351494.33,138087637.15,2019,基金定期报告
000028,华富安鑫债券,2019-07-17 00:00:00,2019-06-30 00:00:00,107228241.96,82183.42,18839413.45,88471011.93,2019,基金定期报告
000030,长城核心优选灵活配置混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,454098388.29,952620.42,147051106.79,307999901.92,2019,基金定期报告
000037,广发景宁纯债债券A,2019-07-18 00:00:00,2019-06-30 00:00:00,359850248.88,8071926.52,84240944.53,283681230.87,2019,基金定期报告
000058,国联安安泰灵活配置混合,2019-07-18 00:00:00,2019-06-30 00:00:00,38317433.54,164499191.01,27599430.02,175217194.53,2019,基金定期报告
000066,诺安鸿鑫混合A,2019-07-16 00:00:00,2019-06-30 00:00:00,87230207.15,12991.54,25817332.99,61425865.7,2019,基金定期报告
000072,华安稳健回报混合A,2019-07-17 00:00:00,2019-06-30 00:00:00,471370655.13,0.0,42450800.5,428919854.63,2019,基金定期报告
000089,民生加银高等级信用债债券C,2019-07-17 00:00:00,2019-06-30 00:00:00,5077473515.74,291788432.77,1251353530.63,4117908417.88,2019,基金定期报告
000090,民生加银高等级信用债债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,15310533545.14,122948891.83,908749119.81,14524733317.16,2019,基金定期报告
000126,招商安润灵活配置混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,1667293761.88,672550.64,1472072706.07,195893606.45,2019,基金定期报告
000134,中信保诚嘉鸿债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,15302736.83,87468.89,3240029.78,12150175.94,2019,基金定期报告
000135,中信保诚嘉鸿债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,10508666495.26,73361303.49,1525017685.21,9057010113.54,2019,基金定期报告
000142,融通增强收益债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,986656045.56,978150.92,23437403.08,964196793.4,2019,基金定期报告
000166,中海信息产业精选混合A,2019-07-19 00:00:00,2019-06-30 00:00:00,36546152.32,935338.36,2985007.18,34496483.5,2019,基金定期报告
000189,易方达丰华债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,149670647.46,66100594.49,28602990.87,187168251.08,2019,基金定期报告
000195,工银瑞信成长收益混合A,2019-07-18 00:00:00,2019-06-30 00:00:00,1969383700.67,0.0,0.0,1969383700.67,2019,基金定期报告
000196,工银瑞信成长收益混合B,2019-07-18 00:00:00,2019-06-30 00:00:00,139499316.16,0.0,0.0,139499316.16,2019,基金定期报告
000270,建信灵活配置混合,2019-07-17 00:00:00,2019-06-30 00:00:00,1573824480.01,436056.81,34901821.42,1539358715.4,2019,基金定期报告
000322,农银汇理金汇债券A,2019-07-16 00:00:00,2019-06-30 00:00:00,272593524.01,1118300563.09,967384631.83,423509455.27,2019,基金定期报告
000346,建信安心回报6个月定期开放债券A,2019-07-17 00:00:00,2019-06-30 00:00:00,12919344.96,880077.12,1676117.24,12123304.84,2019,基金定期报告
000347,建信安心回报6个月定期开放债券C,2019-07-17 00:00:00,2019-06-30 00:00:00,60288872.83,111119.71,217306.01,60182686.53,2019,基金定期报告
000503,中信建投景和中短债债券A,2019-07-19 00:00:00,2019-06-30 00:00:00,23635925.83,70042.1,995818.83,22710149.1,2019,基金定期报告
000504,中信建投景和中短债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,3375621.04,948.23,105164.21,3271405.06,2019,基金定期报告
000512,国泰沪深300指数增强A,2019-07-18 00:00:00,2019-06-30 00:00:00,15674164.43,710365909.6,1930970.43,724109103.6,2019,基金定期报告
000674,中海中短债债券,2019-07-19 00:00:00,2019-06-30 00:00:00,42450286.9,0.0,539602.61,42045401.9,2019,基金定期报告
000715,民生加银高等级信用债债券E,2019-07-17 00:00:00,2019-06-30 00:00:00,8726655210.23,2096819665.24,3544251166.63,7279223708.84,2019,基金定期报告
000791,银华安颐中短债双月持有期债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,850333484.97,124336860.32,300734706.43,673935638.86,2019,基金定期报告
000808,招商招利1个月期理财债券型A,2019-07-19 00:00:00,2019-06-30 00:00:00,3245937710.88,117863267.53,1810377380.36,1553423598.05,2019,基金定期报告
000809,招商招利1个月期理财债券型B,2019-07-19 00:00:00,2019-06-30 00:00:00,892020744.07,68346536.79,351945167.19,608422113.67,2019,基金定期报告
000833,易方达富华纯债债券C,2019-07-19 00:00:00,2019-06-30 00:00:00,130922896.53,802400.36,31318324.72,100406972.17,2019,基金定期报告
000931,国寿安保尊益信用纯债债券,2019-07-18 00:00:00,2019-06-30 00:00:00,47711470.07,29887.62,2389807.46,45351550.23,2019,基金定期报告
000961,天弘沪深300ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,1733528334.55,1009266840.74,954606070.61,1788189104.68,2019,基金定期报告
000962,天弘中证500ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,1369216832.62,932669171.82,725221711.03,1576664293.41,2019,基金定期报告
001057,华夏理财30天债券型A,2019-07-17 00:00:00,2019-06-30 00:00:00,1169909916.67,7527465.4,283521161.92,893916220.15,2019,基金定期报告
001058,华夏理财30天债券型B,2019-07-17 00:00:00,2019-06-30 00:00:00,20826292942.07,135840692.9,4345516421.27,16616617213.7,2019,基金定期报告
001124,融通增强收益债券C,2019-07-16 00:00:00,2019-06-30 00:00:00,4103113.85,0.0,0.0,4103113.85,2019,基金定期报告
001351,诺安中证500指数增强A,2019-07-16 00:00:00,2019-06-30 00:00:00,156303014.28,15604892.12,14061181.14,157846725.26,2019,基金定期报告
001516,大成安汇金融债债券E,2019-07-18 00:00:00,2019-06-30 00:00:00,136493385.57,24074717.04,47119666.96,113448435.65,2019,基金定期报告
001556,天弘中证500指数增强A,2019-07-16 00:00:00,2019-06-30 00:00:00,16071994.56,1765683.95,3433164.31,14404514.2,2019,基金定期报告
001557,天弘中证500指数增强C,2019-07-16 00:00:00,2019-06-30 00:00:00,14455748.23,17460217.55,5315083.75,26600882.03,2019,基金定期报告
001592,天弘创业板ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,1529095680.5,675899893.9,683456033.2,1521539541.2,2019,基金定期报告
001593,天弘创业板ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,3345896906.9,4034576800.66,3419798473.34,3960675234.22,2019,基金定期报告
001594,天弘中证银行ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,217668419.16,253157158.25,163258630.35,307566947.06,2019,基金定期报告
001595,天弘中证银行ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,241521332.6,550580919.96,436669842.67,355432409.89,2019,基金定期报告
001617,天弘中证电子ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,210302097.76,149863195.65,165076643.34,195088650.07,2019,基金定期报告
001618,天弘中证电子ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,262087923.08,452979400.26,438869961.99,276197361.35,2019,基金定期报告
001619,兴银汇福定期开放债券,2019-07-19 00:00:00,2019-06-30 00:00:00,509999000.0,0.0,0.0,509999000.0,2019,基金定期报告
001629,天弘中证计算机主题ETF联接A,2019-07-16 00:00:00,2019-06-30 00:00:00,339337571.37,421976052.92,389804383.12,371509241.17,2019,基金定期报告
001630,天弘中证计算机主题ETF联接C,2019-07-16 00:00:00,2019-06-30 00:00:00,937621249.75,3186269900.41,2647180168.5,1476710981.66,2019,基金定期报告
001693,招商招利1个月期理财债券型C,2019-07-19 00:00:00,2019-06-30 00:00:00,506736023.06,56568916.09,164214066.72,399090872.43,2019,基金定期报告
