基金代码,基金简称,持仓日期,股票代码,股票名称,数量,市值,市值占基金资产净值比,第N大重仓股,所在证券市场,所属国家(地区),报告类型
007802,兴全合泰混合A,20200930,603267,鸿远电子,4834295.0,411640219.25,0.0577,3,上海证券交易所,中华人民共和国,季报
009141,宏利价值长青混合A,20210930,000661,长春高新,98210.0,26974358.6,0.0879,2,深圳证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20201231,300873,海晨股份,484.0,19998.88,0.0,258,深圳证券交易所,中华人民共和国,年报(含半年报)
010000,长城中国智造灵活配置混合C,20211231,600884,杉杉股份,6100.0,199897.0,0.0029,19,上海证券交易所,中华人民共和国,年报(含半年报)
009286,泰康招泰尊享一年持有期混合C,20210930,000858,五粮液,109900.0,24110961.0,0.0369,2,深圳证券交易所,中华人民共和国,季报
010842,华宝科技先锋混合C,20210630,301012,扬电科技,170.0,4124.2,0.0001,85,深圳证券交易所,中华人民共和国,年报(含半年报)
860039,光大阳光智造混合C,20201231,300750,宁德时代,153800.0,54000718.0,0.0462,2,深圳证券交易所,中华人民共和国,季报
004557,北信瑞丰鼎丰灵活配置混合,20200930,300059,东方财富,68545.0,1644394.55,0.0735,2,深圳证券交易所,中华人民共和国,季报
005918,天弘沪深300ETF联接C,20190630,601228,广州港,490400.0,2049872.0,0.0006,275,上海证券交易所,中华人民共和国,年报(含半年报)
163116,申万菱信中证申万电子行业投资指数(LOF)A,20201110,002916,深南电路,19952.0,2402420.32,0.0067,36,深圳证券交易所,中华人民共和国,年报(含半年报)
009500,国寿安保高股息混合A,20201231,601398,工商银行,1862100.0,9291879.0,0.0397,4,上海证券交易所,中华人民共和国,季报
007339,易方达沪深300ETF联接C,20191231,002001,新和成,1600.0,37216.0,0.0,228,深圳证券交易所,中华人民共和国,年报(含半年报)
006823,凯石湛混合C,20190630,000717,中南股份,1600000.0,7088000.0,0.027,11,深圳证券交易所,中华人民共和国,年报(含半年报)
007341,南方科技创新混合C,20201231,003031,中瓷电子,387.0,5909.49,0.0,79,深圳证券交易所,中华人民共和国,年报(含半年报)
007800,申万菱信沪深300价值指数C,20201231,600297,广汇汽车,573830.0,1641153.8,0.0017,93,上海证券交易所,中华人民共和国,年报(含半年报)
006836,永赢惠泽一年定期开放灵活配置混合,20211231,002049,紫光国微,13700.0,3082500.0,0.0033,45,深圳证券交易所,中华人民共和国,年报(含半年报)
009243,中加核心智造混合C,20210630,300910,瑞丰新材,135.0,14114.25,0.0001,41,深圳证券交易所,中华人民共和国,年报(含半年报)
009556,兴全合丰三年持有期混合,20210630,300956,英力股份,371.0,9571.8,0.0,65,深圳证券交易所,中华人民共和国,年报(含半年报)
512380,银华MSCI中国A股ETF,20201231,002242,九阳股份,5685.0,182147.4,0.0005,411,深圳证券交易所,中华人民共和国,年报(含半年报)
166108,信澳量化多因子混合(LOF)C,20210630,300750,宁德时代,100.0,53480.0,0.0106,13,深圳证券交易所,中华人民共和国,年报(含半年报)
008251,汇安宜创量化精选混合A,20210630,688611,杭州柯林,1400.0,59276.0,0.0002,128,上海证券交易所,中华人民共和国,年报(含半年报)
515550,国联中证500ETF,20210630,600642,申能股份,10900.0,66926.0,0.0022,139,上海证券交易所,中华人民共和国,年报(含半年报)
006530,中欧匠心两年持有期混合C,20201231,605377,华旺科技,750.0,14977.5,0.0,86,上海证券交易所,中华人民共和国,年报(含半年报)
009494,大成尊享18个月持有期混合C,20201231,603882,金域医学,9900.0,1268388.0,0.0054,16,上海证券交易所,中华人民共和国,年报(含半年报)
860039,光大阳光智造混合C,20211231,301091,深城交,338.0,10655.38,0.0,74,深圳证券交易所,中华人民共和国,年报(含半年报)
006449,浙商汇金量化精选灵活配置混合,20211231,301029,怡合达,517.0,46586.54,0.0001,65,深圳证券交易所,中华人民共和国,年报(含半年报)
002959,汇添富盈泰灵活配置混合,20211231,300948,冠中生态,324.0,7944.48,0.0,167,深圳证券交易所,中华人民共和国,年报(含半年报)
007340,南方科技创新混合A,20210630,688390,固德威,64726.0,21618484.0,0.0105,30,上海证券交易所,中华人民共和国,年报(含半年报)
009318,南方成长先锋混合A,20211231,00909,明源云,1352000.0,19631818.75,0.0021,39,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
009860,易方达中证银行指数(LOF)C,20210630,002958,青农商行,1820900.0,7793452.0,0.0045,27,深圳证券交易所,中华人民共和国,年报(含半年报)
007128,天弘增强回报债券A,20211231,002867,周大生,1205506.0,21433896.68,0.0011,57,深圳证券交易所,中华人民共和国,年报(含半年报)
010181,兴业优势产业混合A,20211231,603176,汇通集团,1924.0,4713.8,0.0,106,上海证券交易所,中华人民共和国,年报(含半年报)
010025,广发聚丰混合C,20201231,603267,鸿远电子,2600048.0,334782180.48,0.0471,8,上海证券交易所,中华人民共和国,年报(含半年报)
009731,中信保诚安鑫回报债券C,20211231,002241,歌尔股份,50000.0,2705000.0,0.0066,4,深圳证券交易所,中华人民共和国,季报
008969,睿远均衡价值三年持有期混合A,20210630,300037,新宙邦,1029248.0,103027724.8,0.0061,29,深圳证券交易所,中华人民共和国,年报(含半年报)
165310,建信沪深300指数增强(LOF)A,20201231,003030,祖名股份,480.0,7286.4,0.0,86,深圳证券交易所,中华人民共和国,年报(含半年报)
007832,博道伍佰智航股票C,20201231,300363,博腾股份,152000.0,5551040.0,0.0079,25,深圳证券交易所,中华人民共和国,年报(含半年报)
008866,博时产业新趋势灵活配置混合A,20201231,000708,中信特钢,1789157.0,38985731.03,0.0162,20,深圳证券交易所,中华人民共和国,年报(含半年报)
009441,光大保德信裕鑫混合C,20211231,605580,恒盛能源,654.0,10614.42,0.0,107,上海证券交易所,中华人民共和国,年报(含半年报)
006721,平安核心优势混合C,20200630,600519,贵州茅台,600.0,877728.0,0.0405,7,上海证券交易所,中华人民共和国,季报
008264,南方ESG主题股票A,20211231,688160,步科股份,2771.0,95599.5,0.0001,124,上海证券交易所,中华人民共和国,年报(含半年报)
009394,银华同力精选混合,20211231,601952,苏垦农发,10000.0,119100.0,0.0001,37,上海证券交易所,中华人民共和国,年报(含半年报)
515390,华安沪深300ETF,20211231,601688,华泰证券,315900.0,5610384.0,0.0038,74,上海证券交易所,中华人民共和国,年报(含半年报)
515810,易方达中证800ETF,20201231,600000,浦发银行,42800.0,414304.0,0.004,39,上海证券交易所,中华人民共和国,年报(含半年报)
009783,富国兴泉回报12个月持有期混合C,20201231,300059,东方财富,2662300.0,82531300.0,0.0339,4,深圳证券交易所,中华人民共和国,季报
010335,华宝竞争优势混合,20210630,300963,中洲特材,283.0,6364.67,0.0,106,深圳证券交易所,中华人民共和国,年报(含半年报)
003205,财通可转债债券C,20200630,002371,北方华创,1600.0,273456.0,0.0097,10,深圳证券交易所,中华人民共和国,年报(含半年报)
010269,太平睿安混合C,20210630,688607,康众医疗,1890.0,84105.0,0.0001,57,上海证券交易所,中华人民共和国,年报(含半年报)
515790,华泰柏瑞中证光伏产业ETF,20210331,300450,先导智能,8211061.0,648591708.39,0.066,5,深圳证券交易所,中华人民共和国,季报
002456,招商安元灵活配置混合A,20190630,600004,白云机场,130500.0,2375100.0,0.0133,11,上海证券交易所,中华人民共和国,年报(含半年报)
010487,中银顺盈回报一年持有期混合,20211231,688239,航宇科技,4926.0,332307.96,0.0019,71,上海证券交易所,中华人民共和国,年报(含半年报)
009136,广发恒隆一年持有期混合C,20210630,300998,宁波方正,201.0,4285.32,0.0,124,深圳证券交易所,中华人民共和国,年报(含半年报)
010668,工银瑞信优选对冲策略灵活配置混合A,20210630,601881,中国银河,10700.0,115346.0,0.0004,178,上海证券交易所,中华人民共和国,年报(含半年报)
163827,中银产业债债券A,20190630,300146,汤臣倍健,310000.0,6014000.0,0.0148,4,深圳证券交易所,中华人民共和国,季报
007863,长信利泰灵活配置混合C,20211231,301069,凯盛新材,539.0,23829.19,0.0005,20,深圳证券交易所,中华人民共和国,年报(含半年报)
009624,安信稳健阿尔法定期开放混合C,20211231,600309,万华化学,6200.0,626200.0,0.0028,58,上海证券交易所,中华人民共和国,年报(含半年报)
008318,博道久航混合A,20211231,688701,卓锦股份,2340.0,31590.0,0.0001,218,上海证券交易所,中华人民共和国,年报(含半年报)
860010,光大阳光对冲策略6个月持有期灵活配置混合A,20210630,300529,健帆生物,52741.0,4554712.76,0.0035,52,深圳证券交易所,中华人民共和国,年报(含半年报)
163116,申万菱信中证申万电子行业投资指数(LOF)A,20200930,603986,兆易创新,50475.0,8737727.25,0.0111,6,上海证券交易所,中华人民共和国,季报
007339,易方达沪深300ETF联接C,20191231,002493,荣盛石化,4100.0,50799.0,0.0,190,深圳证券交易所,中华人民共和国,年报(含半年报)
010551,淳厚欣颐一年持有期混合,20211231,301092,争光股份,323.0,11472.96,0.0,95,深圳证券交易所,中华人民共和国,年报(含半年报)
006836,永赢惠泽一年定期开放灵活配置混合,20200630,002007,华兰生物,38270.0,1917709.7,0.0028,51,深圳证券交易所,中华人民共和国,年报(含半年报)
008396,博时中证500ETF联接A,20211231,002532,天山铝业,700.0,5705.0,0.0,133,深圳证券交易所,中华人民共和国,年报(含半年报)
007085,招商瑞庆灵活配置混合C,20211231,000768,中航西飞,453600.0,16556400.0,0.0033,25,深圳证券交易所,中华人民共和国,年报(含半年报)
009624,安信稳健阿尔法定期开放混合C,20211231,002223,鱼跃医疗,8600.0,325080.0,0.0014,157,深圳证券交易所,中华人民共和国,年报(含半年报)
010257,天弘多利一年定期开放混合,20210630,688006,杭可科技,35895.0,3051075.0,0.006,7,上海证券交易所,中华人民共和国,季报
010170,中银证券鑫瑞6个月持有期混合A,20210930,300115,长盈精密,152300.0,2199212.0,0.0086,2,深圳证券交易所,中华人民共和国,季报
003761,国泰中证500指数增强C,20191231,000997,新大陆,50371.0,799891.48,0.0085,19,深圳证券交易所,中华人民共和国,年报(含半年报)
009330,鹏华成长价值混合A,20210630,000661,长春高新,234022.0,90566514.0,0.0432,10,深圳证券交易所,中华人民共和国,年报(含半年报)
006429,诺安恒鑫混合,20210630,605289,罗曼股份,379.0,10930.36,0.0001,93,上海证券交易所,中华人民共和国,年报(含半年报)
006644,弘毅远方消费升级混合A,20210630,600885,宏发股份,96800.0,6069360.0,0.0749,3,上海证券交易所,中华人民共和国,季报
006931,泰康中证港股通TMT主题指数C,20210630,00268,金蝶国际,48000.0,1052414.78,0.0347,7,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
002768,华安安进灵活配置混合A,20191231,600276,恒瑞医药,40640.0,3556812.8,0.0241,4,上海证券交易所,中华人民共和国,年报(含半年报)
009511,信澳研究优选混合A,20210630,300477,合纵科技,903970.0,5840020.63,0.0058,43,深圳证券交易所,中华人民共和国,年报(含半年报)
007084,天治转型升级混合,20200630,000568,泸州老窖,10000.0,911200.0,0.0249,18,深圳证券交易所,中华人民共和国,年报(含半年报)
006616,工银瑞信战略新兴产业混合C,20201231,300620,光库科技,66300.0,2747472.0,0.0029,58,深圳证券交易所,中华人民共和国,年报(含半年报)
006601,国融融泰灵活配置混合A,20211231,600089,特变电工,9000.0,190530.0,0.0448,4,上海证券交易所,中华人民共和国,年报(含半年报)
006398,宝盈祥颐定期开放混合A,20200630,688600,皖仪科技,5468.0,84754.0,0.0001,18,上海证券交易所,中华人民共和国,年报(含半年报)
007923,方正富邦天鑫灵活配置混合A,20191231,002739,万达电影,2600.0,47190.0,0.0004,230,深圳证券交易所,中华人民共和国,年报(含半年报)
007326,国投瑞银新增长灵活配置混合C,20201231,002142,宁波银行,174733.0,6175064.22,0.0096,6,深圳证券交易所,中华人民共和国,年报(含半年报)
515920,博时中证智能消费主题ETF,20211231,002384,东山精密,97400.0,2639540.0,0.0084,34,深圳证券交易所,中华人民共和国,年报(含半年报)
009102,鹏扬红利优选混合A,20210930,600905,三峡能源,907763.0,6299875.22,0.0335,9,上海证券交易所,中华人民共和国,季报
007952,招商财经大数据策略股票C,20210630,300992,泰福泵业,200.0,4064.0,0.0003,70,深圳证券交易所,中华人民共和国,年报(含半年报)
009475,汇丰晋信慧盈混合,20201231,300122,智飞生物,120800.0,17867528.0,0.0216,9,深圳证券交易所,中华人民共和国,年报(含半年报)
009900,易方达磐固六个月持有期混合A,20201231,002415,海康威视,5321381.0,258140192.31,0.032,2,深圳证券交易所,中华人民共和国,季报
004892,华润元大成长精选股票C,20210630,002456,欧菲光,17500.0,155400.0,0.0007,272,深圳证券交易所,中华人民共和国,年报(含半年报)
006234,万家汽车新趋势混合C,20210930,002192,融捷股份,104700.0,13925100.0,0.0524,3,深圳证券交易所,中华人民共和国,季报
009870,嘉实产业先锋混合C,20201231,688571,杭华股份,8200.0,82820.0,0.0,40,上海证券交易所,中华人民共和国,年报(含半年报)
007669,太平睿盈混合C,20210630,002050,三花智控,300813.0,7213495.74,0.0104,3,深圳证券交易所,中华人民共和国,年报(含半年报)
007013,湘财长顺混合C,20210630,301013,利和兴,504.0,13986.51,0.0,48,深圳证券交易所,中华人民共和国,年报(含半年报)
009737,汇添富稳健收益混合C,20210630,688260,昀冢科技,2990.0,64105.6,0.0,50,上海证券交易所,中华人民共和国,年报(含半年报)
910022,东方红启航三年持有期混合A,20210630,300937,药易购,244.0,13105.24,0.0,57,深圳证券交易所,中华人民共和国,年报(含半年报)
010386,华安汇嘉精选混合C,20211231,301018,申菱环境,782.0,20378.92,0.0,158,深圳证券交易所,中华人民共和国,年报(含半年报)
006537,恒生前海港股通精选混合,20200630,02020,安踏体育,29000.0,1811920.0,0.0304,15,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
008259,中银证券中证500ETF联接C,20211231,600208,新湖中宝,800.0,2384.0,0.0,68,上海证券交易所,中华人民共和国,年报(含半年报)
003761,国泰中证500指数增强C,20190630,002583,海能达,3500.0,29365.0,0.0084,57,深圳证券交易所,中华人民共和国,年报(含半年报)
860007,光大阳光价值30个月持有期混合A,20211231,301168,通灵股份,1602.0,94939.39,0.0003,44,深圳证券交易所,中华人民共和国,年报(含半年报)
008518,弘毅远方经济新动力混合A,20200630,300253,卫宁健康,1079022.0,24752764.68,0.0596,8,深圳证券交易所,中华人民共和国,年报(含半年报)
007832,博道伍佰智航股票C,20210630,300760,迈瑞医疗,4874.0,2339763.7,0.0042,88,深圳证券交易所,中华人民共和国,年报(含半年报)
008795,海富通阿尔法对冲混合C,20211231,600926,杭州银行,1431710.0,18354522.2,0.0038,44,上海证券交易所,中华人民共和国,年报(含半年报)
009048,浦银安盛科技创新优选混合,20200930,000858,五粮液,20500.0,4530500.0,0.0202,4,深圳证券交易所,中华人民共和国,季报
006802,新疆前海联合科技先锋混合C,20191231,688039,当虹科技,1405.0,116615.0,0.0013,70,上海证券交易所,中华人民共和国,年报(含半年报)
165310,建信沪深300指数增强(LOF)A,20211231,000100,TCL科技,174300.0,1075431.0,0.0031,80,深圳证券交易所,中华人民共和国,年报(含半年报)
009361,招商创新增长混合C,20201231,300861,美畅股份,871.0,44508.1,0.0,49,深圳证券交易所,中华人民共和国,年报(含半年报)
860018,光大阳光智造混合A,20211231,00268,金蝶国际,550000.0,10792320.0,0.021,17,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
501063,汇添富悦享定期开放混合,20200331,601088,中国神华,1500000.0,24360000.0,0.0249,6,上海证券交易所,中华人民共和国,季报
009270,融通逆向策略灵活配置混合C,20210331,601888,中国中免,11800.0,3611744.0,0.0089,4,上海证券交易所,中华人民共和国,季报
009747,中科沃土沃鑫成长精选灵活配置混合C,20210930,601318,中国平安,96721.0,4677427.56,0.0184,6,上海证券交易所,中华人民共和国,季报
008488,华商恒益稳健混合,20210630,605305,中际联合,368.0,19364.16,0.0001,75,上海证券交易所,中华人民共和国,年报(含半年报)
006943,华泰柏瑞量化明选混合C,20201231,000975,银泰黄金,35800.0,308238.0,0.0054,72,深圳证券交易所,中华人民共和国,年报(含半年报)
008234,光大保德信消费主题股票A,20210930,000596,古井贡酒,35700.0,8515164.0,0.0383,8,深圳证券交易所,中华人民共和国,季报
008261,招商研究优选股票A,20201231,300886,华业香料,147.0,6713.49,0.0,76,深圳证券交易所,中华人民共和国,年报(含半年报)
009857,博时价值臻选两年持有期灵活配置混合A,20210630,00998,中信银行,84000.0,257212.57,0.0002,40,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
515870,嘉实中证先进制造100策略ETF,20210630,300314,戴维医疗,3500.0,56035.0,0.0013,95,深圳证券交易所,中华人民共和国,年报(含半年报)
009811,易方达悦通一年持有期混合C,20211231,600031,三一重工,62700.0,1429560.0,0.0013,35,上海证券交易所,中华人民共和国,年报(含半年报)
008851,景顺长城量化对冲策略三个月定期开放灵活配置混合,20200630,601601,中国太保,1008073.0,27469989.25,0.0097,27,上海证券交易所,中华人民共和国,年报(含半年报)
970006,华安证券汇赢增利一年持有期灵活配置混合A,20210930,600502,安徽建工,2223740.0,8628111.2,0.0067,7,上海证券交易所,中华人民共和国,季报
008838,德邦量化对冲策略灵活配置混合A,20210630,601988,中国银行,39000.0,120120.0,0.003,42,上海证券交易所,中华人民共和国,年报(含半年报)
007735,金鹰民安回报一年定期开放混合C,20201231,601686,友发集团,2374.0,29390.12,0.0,71,上海证券交易所,中华人民共和国,年报(含半年报)
006615,工银瑞信战略新兴产业混合A,20190630,002938,鹏鼎控股,406760.0,11942473.6,0.0203,5,深圳证券交易所,中华人民共和国,年报(含半年报)
009400,华安添瑞6个月持有期混合A,20211231,688789,宏华数科,1400.0,362404.0,0.0002,30,上海证券交易所,中华人民共和国,年报(含半年报)
010018,招商瑞泽一年持有期混合A,20201231,601336,新华保险,1781057.0,103247874.29,0.0141,2,上海证券交易所,中华人民共和国,年报(含半年报)
009056,圆信永丰大湾区主题混合C,20201231,002027,分众传媒,388000.0,3829560.0,0.015,21,深圳证券交易所,中华人民共和国,年报(含半年报)
167302,方正富邦恒生沪深港通大湾区综合指数(LOF),20200930,600030,中信证券,14500.0,435435.0,0.0222,10,上海证券交易所,中华人民共和国,季报
860027,光大阳光价值30个月持有期混合B,20210630,300860,锋尚文化,83.0,4837.24,0.0,93,深圳证券交易所,中华人民共和国,年报(含半年报)
007939,华夏网购精选灵活配置混合C,20200331,601318,中国平安,370300.0,25613651.0,0.0567,1,上海证券交易所,中华人民共和国,季报
008180,同泰慧利混合A,20210630,688017,绿的谐波,6116.0,858013.64,0.0053,47,上海证券交易所,中华人民共和国,年报(含半年报)
006260,汇添富红利增长混合C,20211231,300745,欣锐科技,167400.0,10747080.0,0.0041,52,深圳证券交易所,中华人民共和国,年报(含半年报)
008984,财通科技创新混合C,20210630,688681,科汇股份,1899.0,34903.62,0.0001,42,上海证券交易所,中华人民共和国,年报(含半年报)
008251,汇安宜创量化精选混合A,20210630,600350,山东高速,150408.0,925009.2,0.0036,81,上海证券交易所,中华人民共和国,年报(含半年报)
007840,汇添富中证长三角一体化发展主题ETF联接C,20191231,600741,华域汽车,7200.0,187128.0,0.0002,27,上海证券交易所,中华人民共和国,年报(含半年报)
007041,新疆前海联合泳涛灵活配置混合C,20210331,600161,天坛生物,200000.0,6532000.0,0.0436,10,上海证券交易所,中华人民共和国,季报
515900,博时中证央企创新驱动ETF,20210630,002179,中航光电,1016809.0,80348247.18,0.0186,17,深圳证券交易所,中华人民共和国,年报(含半年报)
009507,国金鑫意医药消费混合A,20201231,601888,中国中免,58500.0,16523325.0,0.029,9,上海证券交易所,中华人民共和国,年报(含半年报)
010181,兴业优势产业混合A,20210630,300059,东方财富,82440.0,2703207.6,0.0113,20,深圳证券交易所,中华人民共和国,年报(含半年报)
010215,中欧达益稳健一年持有期混合A,20201231,600900,长江电力,448100.0,8585596.0,0.0037,4,上海证券交易所,中华人民共和国,季报
009669,长信量化价值驱动混合C,20200630,300433,蓝思科技,27600.0,773904.0,0.0041,45,深圳证券交易所,中华人民共和国,年报(含半年报)
007089,国投瑞银中证500指数量化增强C,20211231,301015,百洋医药,462.0,13998.6,0.0,261,深圳证券交易所,中华人民共和国,年报(含半年报)
007512,工银瑞信沪港深股票C,20200930,02382,舜宇光学科技,561500.0,58367925.0,0.0465,3,中国香港证券交易所,中国香港特别行政区,季报
007127,博道远航混合C,20200630,688026,洁特生物,4156.0,346277.92,0.0021,137,上海证券交易所,中华人民共和国,年报(含半年报)
008276,财通资管价值发现混合A,20211231,002180,纳思达,3991465.0,190632368.4,0.0665,3,深圳证券交易所,中华人民共和国,季报
008901,富国内需增长混合A,20210930,000858,五粮液,475628.0,104348026.92,0.0598,3,深圳证券交易所,中华人民共和国,季报
009164,中加聚庆六个月定期开放混合A,20211231,603228,景旺电子,25400.0,877062.0,0.0019,22,上海证券交易所,中华人民共和国,年报(含半年报)
009858,博时价值臻选两年持有期灵活配置混合C,20211231,600036,招商银行,1061729.0,51716819.59,0.0372,6,上海证券交易所,中华人民共和国,年报(含半年报)
010123,华泰柏瑞优势领航混合C,20210630,600763,通策医疗,170009.0,69873699.0,0.0631,3,上海证券交易所,中华人民共和国,年报(含半年报)
159983,华夏粤港澳大湾区创新100ETF,20211231,002938,鹏鼎控股,8700.0,369141.0,0.0032,59,深圳证券交易所,中华人民共和国,年报(含半年报)
008918,长信先锐混合C,20200331,002233,塔牌集团,551600.0,6817776.0,0.0132,3,深圳证券交易所,中华人民共和国,季报
010372,大成成长进取混合C,20210630,002612,朗姿股份,1300.0,70226.0,0.0001,127,深圳证券交易所,中华人民共和国,年报(含半年报)
006968,财通行业龙头精选混合C,20201231,603456,九洲药业,59500.0,2130100.0,0.0547,5,上海证券交易所,中华人民共和国,季报
009667,鹏华安庆混合A,20210630,000338,潍柴动力,776700.0,13879629.0,0.0159,4,深圳证券交易所,中华人民共和国,年报(含半年报)
009072,德邦安鑫混合C,20200630,002251,步步高,50000.0,699000.0,0.0015,15,深圳证券交易所,中华人民共和国,年报(含半年报)
010466,鹏扬景创混合C,20210630,605162,新中港,1377.0,8358.39,0.0,55,上海证券交易所,中华人民共和国,年报(含半年报)
009488,中邮价值精选混合A,20200930,601128,常熟银行,1700000.0,13277000.0,0.0301,7,上海证券交易所,中华人民共和国,季报
007083,平安高端制造混合C,20210331,000568,泸州老窖,370600.0,83392412.0,0.0518,4,深圳证券交易所,中华人民共和国,季报
007126,博道远航混合A,20190630,000919,金陵药业,53900.0,420959.0,0.0011,233,深圳证券交易所,中华人民共和国,年报(含半年报)
007502,前海开源裕和混合C,20210630,301011,华立科技,175.0,5922.0,0.0,150,深圳证券交易所,中华人民共和国,年报(含半年报)
515310,汇添富沪深300ETF,20211231,688111,金山办公,1800.0,477000.0,0.0023,124,上海证券交易所,中华人民共和国,年报(含半年报)
011074,鹏华安润混合C,20210630,003041,真爱美家,349.0,9876.7,0.0,148,深圳证券交易所,中华人民共和国,年报(含半年报)
009112,博远双债增利混合C,20201231,000568,泸州老窖,2500.0,565400.0,0.0202,1,深圳证券交易所,中华人民共和国,年报(含半年报)
166110,信澳量化先锋混合(LOF)C,20211231,688239,航宇科技,3910.0,266544.7,0.0017,116,上海证券交易所,中华人民共和国,年报(含半年报)
010788,华安优势企业混合C,20210630,002812,恩捷股份,1277200.0,298992520.0,0.047,7,深圳证券交易所,中华人民共和国,季报
006365,招商丰韵混合C,20210630,300917,特发服务,365.0,10095.9,0.0,103,深圳证券交易所,中华人民共和国,年报(含半年报)
006257,信澳先进智造股票,20210630,603659,璞泰来,380408.0,51963732.8,0.0274,3,上海证券交易所,中华人民共和国,季报
007136,广发中证100ETF联接C,20211231,600276,恒瑞医药,430.0,21805.3,0.0002,21,上海证券交易所,中华人民共和国,年报(含半年报)
009800,长盛制造精选混合A,20201231,300760,迈瑞医疗,130310.0,55512060.0,0.0486,5,深圳证券交易所,中华人民共和国,季报
006687,方正富邦深证100ETF联接A,20210630,002120,韵达股份,1890.0,25571.7,0.0,94,深圳证券交易所,中华人民共和国,年报(含半年报)
009557,申万菱信创业板量化精选股票A,20210630,301018,申菱环境,7811.0,64753.19,0.0002,94,深圳证券交易所,中华人民共和国,年报(含半年报)
007356,汇添富科技创新灵活配置混合C,20210630,300910,瑞丰新材,474.0,49556.7,0.0,70,深圳证券交易所,中华人民共和国,年报(含半年报)
007590,华宝绿色领先股票,20211231,002028,思源电气,51000.0,2509710.0,0.0195,17,深圳证券交易所,中华人民共和国,年报(含半年报)
010841,华宝红利精选混合C,20210630,600740,山西焦化,32800.0,166624.0,0.0036,111,上海证券交易所,中华人民共和国,年报(含半年报)
007343,嘉实科技创新混合,20211231,301016,雷尔伟,275.0,7128.0,0.0,209,深圳证券交易所,中华人民共和国,年报(含半年报)
008639,中欧预见养老目标日期2025一年持有期混合(FOF)A,20201231,003028,振邦智能,432.0,18010.08,0.0,35,深圳证券交易所,中华人民共和国,年报(含半年报)
008177,建信高股息主题股票,20201231,600884,杉杉股份,486000.0,8762580.0,0.0205,19,上海证券交易所,中华人民共和国,年报(含半年报)
003958,安信量化精选沪深300指数增强C,20201231,600309,万华化学,37200.0,3386688.0,0.0084,25,上海证券交易所,中华人民共和国,年报(含半年报)
010065,圆信永丰兴研灵活配置混合C,20201231,002299,圣农发展,2200072.0,58389910.88,0.0155,14,深圳证券交易所,中华人民共和国,年报(含半年报)
009762,国金国鑫灵活配置混合C,20201231,605186,健麾信息,626.0,17609.38,0.0,70,上海证券交易所,中华人民共和国,年报(含半年报)
008672,宝盈祥泽混合A,20210630,300940,南极光,307.0,13317.66,0.0,45,深圳证券交易所,中华人民共和国,年报(含半年报)
010019,招商瑞泽一年持有期混合C,20210630,601169,北京银行,32850000.0,159979500.0,0.0213,1,上海证券交易所,中华人民共和国,年报(含半年报)
010329,博时荣华灵活配置混合C,20211231,301040,中环海陆,241.0,9280.91,0.0,89,深圳证券交易所,中华人民共和国,年报(含半年报)
588000,华夏上证科创板50成份ETF,20201231,688088,虹软科技,5256595.0,367541122.4,0.0295,12,上海证券交易所,中华人民共和国,年报(含半年报)
007082,平安高端制造混合A,20200630,001914,招商积余,295089.0,9068084.97,0.0188,19,深圳证券交易所,中华人民共和国,年报(含半年报)
008277,财通资管行业精选混合,20210630,688499,利元亨,1786.0,69386.1,0.0003,33,上海证券交易所,中华人民共和国,年报(含半年报)
007844,华宝标普石油天然气上游股票指数(QDII-LOF)C,20200630,,,246714.0,125581385.76,0.0311,12,,,年报(含半年报)
009460,安信禧悦稳健养老目标一年持有期混合(FOF)A,20210630,605011,杭州热电,525.0,4662.0,0.0001,23,上海证券交易所,中华人民共和国,年报(含半年报)
519766,交银施罗德荣鑫灵活配置混合A,20201231,601336,新华保险,62039.0,3596400.83,0.0037,15,上海证券交易所,中华人民共和国,年报(含半年报)
005914,景顺长城智能生活混合,20210630,03606,福耀玻璃,166800.0,7591864.64,0.017,17,中国香港证券交易所,中国香港特别行政区,年报(含半年报)
009488,中邮价值精选混合A,20210630,688616,西力科技,3918.0,53990.04,0.0003,26,上海证券交易所,中华人民共和国,年报(含半年报)
009048,浦银安盛科技创新优选混合,20211231,301083,百胜智能,416.0,5911.36,0.0,100,深圳证券交易所,中华人民共和国,年报(含半年报)
007340,南方科技创新混合A,20211231,300850,新强联,140950.0,25160984.5,0.0095,33,深圳证券交易所,中华人民共和国,年报(含半年报)
008188,前海开源稳健增长三年持有期混合,20210630,301015,百洋医药,462.0,17939.46,0.0,57,深圳证券交易所,中华人民共和国,年报(含半年报)
009065,鹏扬景沃六个月持有期混合C,20201231,300892,品渥食品,272.0,16322.72,0.0,86,深圳证券交易所,中华人民共和国,年报(含半年报)
005090,嘉合睿金混合A,20211231,000963,华东医药,58500.0,2351700.0,0.0362,10,深圳证券交易所,中华人民共和国,季报
519034,海富通中证500指数增强A,20200304,300014,亿纬锂能,10586.0,749171.22,0.0288,8,深圳证券交易所,中华人民共和国,季报
007016,富国睿泽回报混合,20210930,601888,中国中免,89900.0,23374000.0,0.0322,8,上海证券交易所,中华人民共和国,季报
