股票代码,交易日,昨收盘(元),今开盘(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元)
01192,20190102,0.039,0.043,0.043,0.043,0.043,25000.0,1035.0
01738,20190102,0.99,0.98,1.01,0.94,1.01,587600.0,579288.0
01087,20190130,0.194,0.198,0.198,0.189,0.192,206000.0,39929.0
00091,20190115,0.17,0.171,0.171,0.165,0.17,94375.0,15891.0
1432 HK,20190125,0.33,0.335,0.345,0.33,0.34,561000.0,188445.0
00001,20190104,73.35,72.8,75.25,72.8,75.25,6218655.0,461527142.0
00943,20190115,0.11,0.123,0.123,0.104,0.118,4082000.0,468966.0
00194,20190130,12.1,12.04,12.1,12.04,12.08,54000.0,651920.0
1208 HK,20190130,2.63,2.64,2.67,2.53,2.65,14850160.0,38770307.0
445 HK,20190128,0.237,0.237,0.238,0.237,0.236,100000.0,23785.0
01722,20190131,0.47,0.47,0.47,0.47,0.47,160000.0,75200.0
00928,20190104,0.11,0.101,0.107,0.091,0.099,38000000.0,3784820.0
02768,20190109,14.74,14.8,15.18,14.8,15.0,4196482.0,63003681.0
00046,20190110,2.93,2.93,2.93,2.93,2.93,0.0,0.0
01173,20190114,0.171,0.171,0.171,0.171,0.171,0.0,0.0
866 HK,20190108,0.255,0.255,0.26,0.243,0.25,436000.0,109164.0
00823,20190128,83.1,83.9,84.9,83.35,84.4,6235000.0,524680021.0
2006 HK,20190131,1.97,1.99,2.0,1.96,1.97,3029873.0,5988298.0
01239,20190124,0.012,0.012,0.012,0.011,0.012,22420000.0,259040.0
08082,20190116,0.495,0.495,0.54,0.495,0.51,562500.0,298762.0
01297,20190102,2.04,2.04,2.04,1.97,1.99,140400.0,280794.0
00121,20190107,0.075,0.074,0.074,0.074,0.074,0.0,0.0
00877,20190128,3.54,3.57,3.57,3.5,3.51,462000.0,1623170.0
08480,20190121,2.65,2.65,2.79,2.65,2.79,1452000.0,3991760.0
200 HK,20190129,17.96,17.68,18.0,17.4,17.8,2502460.0,44388700.0
03903,20190116,0.5,0.5,0.5,0.495,0.495,520000.0,259560.0
00863,20190110,7.69,7.12,7.36,7.12,7.35,22000.0,159140.0
569 HK,20190129,1.02,1.01,1.05,1.01,1.05,14000.0,14210.0
01297,20190123,2.06,2.03,2.08,2.02,2.07,70000.0,143520.0
00041,20190117,34.15,34.25,34.45,34.1,34.35,64226.0,2202882.0
719 HK,20190125,4.0,4.0,4.06,3.95,4.02,100000.0,402480.0
00620,20190121,3.84,3.89,3.89,3.72,3.83,266120.0,1018930.0
08249,20190121,0.305,0.305,0.305,0.305,0.305,0.0,0.0
83 HK,20190103,13.16,13.32,13.78,13.3,13.74,6771378.0,92624489.0
973 HK,20190116,14.4,14.2,14.38,13.78,14.16,2701499.0,38054283.0
03309,20190110,5.07,5.07,5.18,5.0,5.03,1794000.0,9101580.0
01183,20190128,1.0,1.0,1.02,0.99,1.01,762000.0,770300.0
01439,20190104,0.187,0.187,0.187,0.187,0.187,0.0,0.0
1238 HK,20190110,3.22,3.25,3.24,3.17,3.18,1503000.0,4814770.0
1866 HK,20190129,2.72,2.69,2.73,2.67,2.73,48000.0,128960.0
01137,20190122,2.68,2.68,2.73,2.68,2.69,194000.0,523310.0
00494,20190107,1.24,1.24,1.28,1.23,1.26,13521250.0,17039137.0
01532,20190125,0.335,0.335,0.335,0.335,0.335,48000.0,16080.0
00836,20190118,15.8,15.78,15.78,15.26,15.4,13520177.0,208905819.0
08133,20190123,0.04,0.039,0.039,0.039,0.039,0.0,0.0
01700,20190111,1.53,1.57,1.59,1.55,1.59,48000.0,75210.0
00086,20190102,3.7,3.67,3.69,3.64,3.67,325000.0,1187790.0
299 HK,20190107,0.465,0.465,0.53,0.45,0.49,2470000.0,1230175.0
06899,20190123,0.79,0.8,0.81,0.8,0.8,55000.0,44490.0
01725,20190129,1.23,1.23,1.35,1.22,1.35,1735000.0,2128200.0
03878,20190124,2.06,2.06,2.14,2.06,2.14,6000.0,12560.0
02330,20190123,0.17,0.158,0.165,0.125,0.129,4420000.0,581780.0
00259,20190116,1.04,1.04,1.04,1.02,1.04,1140000.0,1181180.0
576 HK,20190123,7.94,7.93,8.0,7.9,8.0,9738422.0,77576920.0
00565,20190103,0.246,0.246,0.246,0.246,0.246,0.0,0.0
978 HK,20190124,1.25,1.23,1.26,1.23,1.25,1720000.0,2148572.0
1777 HK,20190109,0.92,0.93,0.95,0.93,0.95,4218000.0,3982635.0
1727 HK,20190111,3.87,3.88,3.95,3.83,3.84,752000.0,2908915.0
6098 HK,20190104,11.86,11.82,12.08,11.68,11.92,4650443.0,55559933.0
323 HK,20190128,3.6,3.62,3.68,3.57,3.6,12303900.0,44567045.0
01596,20190128,4.58,4.65,4.7,3.48,3.8,500000.0,2018760.0
00735,20190128,2.72,2.73,2.76,2.68,2.72,662000.0,1788035.0
570 HK,20190103,4.45,4.4,4.52,4.29,4.34,7682000.0,33555610.0
00398,20190129,2.05,2.01,2.05,2.01,2.03,380400.0,774156.0
02880,20190116,1.02,1.05,1.05,1.01,1.02,369200.0,377208.0
00109,20190131,0.178,0.172,0.18,0.172,0.18,177413.0,31332.0
2208 HK,20190108,6.52,6.52,6.63,6.4,6.53,2066650.0,13474513.0
08147,20190116,0.044,0.044,0.049,0.044,0.045,13984000.0,637260.0
00010,20190102,19.94,20.4,20.4,19.48,19.52,1198520.0,23728208.0
733 HK,20190124,2.26,2.26,2.28,2.25,2.26,140000.0,317140.0
3838 HK,20190110,0.17,0.172,0.174,0.17,0.171,310000.0,53200.0
00102,20190118,0.95,0.96,0.97,0.93,0.94,4136000.0,3906180.0
00068,20190108,5.5,5.5,5.5,5.5,5.5,0.0,0.0
01146,20190121,0.235,0.235,0.235,0.235,0.235,0.0,0.0
01231,20190110,0.98,0.98,0.98,0.9,0.9,60000.0,54980.0
03978,20190130,2.41,2.4,2.42,2.4,2.42,11000.0,26460.0
126 HK,20190128,0.87,0.86,0.87,0.85,0.86,106000.0,90700.0
00321,20190109,2.8,2.8,2.87,2.8,2.81,716000.0,2017880.0
08545,20190118,0.171,0.174,0.182,0.17,0.174,2296000.0,407576.0
00611,20190121,0.58,0.58,0.59,0.56,0.57,2162000.0,1243740.0
00563,20190111,1.3,1.31,1.34,1.28,1.3,944000.0,1223520.0
00384,20190103,26.15,26.2,26.5,25.35,25.4,6265307.0,160847926.0
00809,20190103,0.043,0.044,0.046,0.044,0.045,4166000.0,184358.0
08022,20190131,1.29,1.29,1.3,1.26,1.29,6942000.0,8868540.0
03663,20190108,1.51,1.46,1.5,1.46,1.5,40000.0,59200.0
02138,20190125,5.25,5.34,5.34,5.21,5.23,461549.0,2443474.0
01998,20190111,0.38,0.38,0.38,0.38,0.38,0.0,0.0
00297,20190116,0.87,0.88,0.89,0.87,0.87,2678000.0,2348200.0
215 HK,20190131,3.11,3.1,3.13,3.09,3.1,1850599.0,5741360.0
763 HK,20190103,14.46,14.28,14.68,13.7,13.92,12496732.0,175024198.0
00196,20190129,0.5,0.49,0.5,0.49,0.495,1967000.0,970825.0
00158,20190129,197.0,197.0,197.0,197.0,197.0,0.0,0.0
01938,20190118,0.57,0.6,0.6,0.6,0.6,51000.0,29100.0
00172,20190123,0.082,0.081,0.088,0.081,0.088,60000.0,4990.0
00645,20190122,0.71,0.71,0.71,0.71,0.71,0.0,0.0
2877 HK,20190128,9.51,9.6,9.62,8.92,9.28,682000.0,6405505.0
02183,20190121,11.7,11.88,11.88,11.38,11.6,64000.0,734000.0
00489,20190131,8.06,8.09,8.25,7.9,8.21,9095306.0,74292892.0
1030 HK,20190118,5.88,5.97,6.19,5.88,6.19,17689643.0,107656069.0
6136 HK,20190111,0.89,0.89,0.99,0.89,0.93,5010000.0,4766710.0
182 HK,20190122,0.325,0.325,0.33,0.32,0.33,2650000.0,861750.0
1908 HK,20190131,7.0,7.0,7.09,6.94,7.04,606000.0,4259510.0
00112,20190107,6.1,6.15,6.2,6.08,6.2,196000.0,1210620.0
00235,20190109,0.052,0.052,0.055,0.052,0.054,3814689.0,204471.0
136 HK,20190102,0.238,0.238,0.242,0.228,0.232,46682319.0,10825497.0
00343,20190125,0.305,0.305,0.305,0.285,0.305,551800.0,160032.0
03830,20190130,0.2,0.2,0.2,0.2,0.2,0.0,0.0
563 HK,20190111,1.3,1.31,1.34,1.28,1.3,944000.0,1223520.0
02600,20190117,2.69,2.69,2.74,2.65,2.67,19982250.0,53970405.0
00505,20190117,0.65,0.65,0.65,0.65,0.65,0.0,0.0
06890,20190108,1.01,0.98,1.0,0.95,0.98,400000.0,390760.0
00604,20190107,2.51,2.54,2.54,2.48,2.52,4670332.0,11710633.0
00938,20190117,0.51,0.495,0.51,0.49,0.51,353564.0,174352.0
01140,20190103,2.5,2.5,2.5,2.44,2.5,1500000.0,3734760.0
08511,20190131,0.2,0.2,0.208,0.192,0.2,180000.0,35590.0
00163,20190123,1.93,1.93,1.94,1.92,1.94,224000.0,432540.0
02798,20190102,0.68,0.68,0.68,0.68,0.68,980000.0,666400.0
08429,20190116,0.7,0.68,0.7,0.66,0.67,1135000.0,765800.0
08117,20190125,0.55,0.5,0.55,0.5,0.55,847.0,423.0
00588,20190110,2.02,2.04,2.12,2.03,2.12,3380460.0,7035400.0
00951,20190114,3.45,3.45,3.47,3.39,3.44,328000.0,1126800.0
08400,20190107,0.12,0.12,0.125,0.116,0.123,360000.0,43050.0
00159,20190128,0.18,0.166,0.182,0.166,0.166,5052000.0,838808.0
06829,20190121,0.245,0.239,0.25,0.239,0.25,50000.0,12120.0
947 HK,20190129,1.16,1.16,1.34,1.15,1.3,22467900.0,28430921.0
01259,20190117,0.119,0.117,0.119,0.105,0.116,1664000.0,189183.0
01733,20190115,0.39,0.39,0.405,0.38,0.4,16472650.0,6434683.0
08220,20190122,0.042,0.041,0.043,0.041,0.043,160000.0,6660.0
129 HK,20190131,1.44,1.44,1.46,1.44,1.44,296000.0,428300.0
218 HK,20190102,1.66,1.65,1.65,1.53,1.58,175000.0,283750.0
08027,20190128,0.031,0.031,0.037,0.031,0.036,300000.0,10595.0
00222,20190125,5.27,5.27,5.33,5.27,5.32,232000.0,1231760.0
02882,20190123,0.174,0.172,0.176,0.172,0.176,39062.0,6662.0
08198,20190121,0.07,0.073,0.073,0.07,0.071,228000.0,16320.0
06098,20190129,11.92,11.74,12.08,11.74,11.9,21331521.0,254847493.0
1184 HK,20190110,2.42,2.41,2.41,2.4,2.41,34000.0,81700.0
00622,20190130,0.52,0.51,0.52,0.495,0.51,825000.0,413355.0
00848,20190130,0.56,0.55,0.57,0.54,0.57,2107000.0,1162810.0
01681,20190121,5.28,5.36,5.49,5.32,5.48,1645000.0,8901510.0
548 HK,20190109,8.58,8.59,8.69,8.43,8.48,4120000.0,35360820.0
1685 HK,20190130,0.55,0.58,0.59,0.56,0.58,412000.0,237720.0
08098,20190121,0.091,0.091,0.091,0.091,0.091,0.0,0.0
03822,20190108,0.177,0.175,0.175,0.175,0.175,0.0,0.0
3636 HK,20190122,9.9,10.02,10.02,9.84,9.88,40800.0,404710.0
01707,20190103,0.465,0.47,0.48,0.41,0.435,3752000.0,1635200.0
546 HK,20190108,3.4,3.31,3.39,3.31,3.34,291000.0,969170.0
00169,20190117,0.62,0.62,0.64,0.62,0.63,545000.0,343580.0
01580,20190109,0.5,0.5,0.51,0.49,0.51,645000.0,320000.0
00627,20190118,0.7,0.72,0.73,0.66,0.7,1195000.0,818650.0
08007,20190109,0.47,0.47,0.475,0.46,0.475,2253576.0,1049924.0
01451,20190121,0.72,0.72,0.72,0.68,0.7,288000.0,201340.0
00054,20190109,34.45,34.6,34.6,34.2,34.45,5023900.0,172837337.0
00186,20190125,0.61,0.61,0.61,0.61,0.61,0.0,0.0
00860,20190104,0.49,0.49,0.49,0.475,0.475,5276200.0,2531013.0
1622 HK,20190129,3.14,3.15,3.16,3.08,3.14,1608000.0,5004360.0
01420,20190121,0.31,0.325,0.325,0.325,0.325,32000.0,10400.0
01630,20190104,0.223,0.211,0.223,0.211,0.22,1122000.0,245532.0
00882,20190125,2.8,2.8,2.84,2.8,2.82,326000.0,916180.0
1886 HK,20190109,2.02,2.02,2.02,2.02,2.02,0.0,0.0
00216,20190115,2.54,2.53,2.53,2.53,2.56,20000.0,50600.0
02341,20190129,1.55,1.55,1.55,1.53,1.55,60000.0,92920.0
01990,20190102,1.0,0.99,0.99,0.99,0.99,0.0,0.0
01623,20190128,0.82,0.82,0.82,0.79,0.81,1213000.0,980720.0
01150,20190130,0.117,0.116,0.116,0.116,0.116,0.0,0.0
01460,20190122,0.062,0.064,0.07,0.06,0.069,28176000.0,1833890.0
01792,20190108,0.14,0.14,0.14,0.14,0.14,0.0,0.0
317 HK,20190131,6.19,6.28,6.3,6.11,6.18,768000.0,4755000.0
00987,20190107,0.197,0.216,0.216,0.197,0.211,9955.0,2043.0
00812,20190107,0.138,0.138,0.142,0.138,0.142,38000.0,5356.0
1918 HK,20190103,23.15,23.25,23.7,22.65,23.3,30184500.0,699530375.0
1302 HK,20190111,1.45,1.47,1.47,1.42,1.47,6316000.0,9159360.0
00628,20190102,0.57,0.57,0.57,0.57,0.57,0.0,0.0
257 HK,20190130,7.58,7.71,7.72,7.58,7.68,12499463.0,95820953.0
815 HK,20190107,0.8,0.8,0.83,0.8,0.81,1216000.0,974160.0
6839 HK,20190104,2.15,2.13,2.18,2.08,2.15,102000.0,218840.0
01568,20190125,4.09,4.01,4.08,3.77,3.9,4720000.0,18655160.0
1997 HK,20190115,48.8,48.9,49.15,48.6,48.85,2512202.0,122730622.0
00321,20190111,2.84,2.88,2.88,2.83,2.83,754000.0,2147100.0
494 HK,20190108,1.26,1.26,1.34,1.25,1.34,29458125.0,38808154.0
02009,20190117,2.58,2.57,2.63,2.52,2.54,13012930.0,33337721.0
08280,20190108,0.222,0.221,0.221,0.221,0.221,0.0,0.0
08246,20190109,0.3,0.3,0.3,0.3,0.3,0.0,0.0
3636 HK,20190130,10.1,10.18,10.22,9.99,10.1,392700.0,3960192.0
00157,20190128,0.81,0.81,0.81,0.81,0.81,0.0,0.0
06100,20190102,29.0,28.25,28.6,28.1,28.35,383017.0,10847585.0
08042,20190129,0.285,0.29,0.295,0.285,0.29,15660000.0,4505050.0
00903,20190110,1.22,1.21,1.25,1.21,1.25,2002000.0,2496640.0
02080,20190108,0.76,0.75,0.75,0.75,0.75,0.0,0.0
1029 HK,20190130,0.075,0.08,0.098,0.077,0.089,297254000.0,25563554.0
00303,20190116,66.8,67.0,68.1,66.8,67.4,260600.0,17648540.0
02203,20190124,0.83,0.82,0.83,0.8,0.83,6110000.0,5069600.0
01125,20190116,10.16,10.1,10.2,10.1,10.2,306000.0,3113136.0
00905,20190115,0.2,0.2,0.219,0.2,0.219,240000.0,50416.0
00275,20190125,0.02,0.019,0.02,0.019,0.02,8080012.0,153740.0
00335,20190121,1.07,1.06,1.07,1.06,1.07,26000.0,27620.0
00213,20190114,1.11,1.11,1.11,1.11,1.11,0.0,0.0
3690 HK,20190128,47.85,49.8,50.45,47.0,47.45,8586835.0,417573031.0
00701,20190111,0.3,0.3,0.3,0.3,0.3,0.0,0.0
00119,20190116,2.54,2.54,2.6,2.53,2.56,6445000.0,16570481.0
03301,20190128,8.96,9.06,9.08,8.93,9.0,2260500.0,20320405.0
00552,20190118,7.11,7.09,7.09,6.82,6.88,17337893.0,120236560.0
02708,20190108,1.66,1.68,1.71,1.65,1.68,2008000.0,3371940.0
00564,20190114,3.73,3.75,3.86,3.73,3.8,122600.0,465894.0
01475,20190123,3.49,3.52,3.6,3.5,3.58,666000.0,2360150.0
00340,20190104,0.43,0.37,0.45,0.37,0.45,666600.0,285054.0
6098 HK,20190109,12.9,13.14,13.38,12.98,13.08,7289177.0,95470481.0
01168,20190114,0.51,0.51,0.52,0.51,0.51,372000.0,190040.0
00243,20190128,0.048,0.048,0.049,0.047,0.048,4869000.0,233892.0
06862,20190123,17.62,17.76,17.86,17.46,17.84,678011.0,12017053.0
08375,20190107,0.176,0.176,0.176,0.176,0.176,0.0,0.0
01113,20190117,62.8,62.5,62.55,61.6,62.55,5031798.0,313348096.0
08279,20190109,0.43,0.45,0.45,0.43,0.435,600000.0,262460.0
00956,20190129,2.06,2.07,2.11,2.05,2.09,2568000.0,5326295.0
82 HK,20190110,0.25,0.25,0.26,0.248,0.25,4166400.0,1043297.0
973 HK,20190115,14.52,14.52,14.88,14.3,14.4,1069850.0,15581183.0
08026,20190114,0.26,0.255,0.255,0.255,0.255,8000.0,2040.0
00521,20190121,0.135,0.132,0.134,0.13,0.13,170000.0,22370.0
00210,20190129,0.245,0.245,0.25,0.245,0.246,60000.0,14726.0
00053,20190117,97.1,97.7,97.95,97.05,97.7,19722.0,1926839.0
737 HK,20190107,3.86,3.92,3.92,3.86,3.87,290860.0,1128955.0
1268 H2,20190116,2.78,2.8,2.93,2.78,2.88,950000.0,2743600.0
03799,20190109,5.42,5.36,5.5,5.34,5.38,6242052.0,33822496.0
00346,20190116,0.069,0.069,0.069,0.068,0.068,230000.0,15840.0
02008,20190102,0.73,0.73,0.73,0.7,0.71,254000.0,181540.0
03700,20190104,1.88,1.88,1.97,1.8,1.96,815000.0,1556700.0
00198,20190103,2.34,2.34,2.34,2.34,2.34,0.0,0.0
976 HK,20190104,1.92,1.94,1.95,1.88,1.9,1552000.0,2960480.0
01983,20190121,3.19,3.12,3.19,3.12,3.12,33000.0,105060.0
01586,20190121,1.41,1.42,1.43,1.41,1.43,48000.0,67920.0
1900 HK,20190110,0.214,0.219,0.219,0.214,0.215,2553000.0,548897.0
00587,20190118,0.53,0.53,0.53,0.53,0.53,0.0,0.0
00273,20190121,0.119,0.118,0.12,0.116,0.118,8300825.0,979112.0
01968,20190116,0.54,0.55,0.56,0.55,0.55,164000.0,91200.0
00308,20190102,2.09,2.1,2.1,2.06,2.07,2433922.0,5046759.0
3323 HK,20190114,5.38,5.38,5.47,5.32,5.46,30046011.0,163005739.0
06183,20190123,0.97,0.96,0.98,0.95,0.98,6237000.0,5991910.0
451 HK,20190103,0.295,0.295,0.305,0.29,0.295,8476000.0,2513370.0
1345 HK,20190124,0.93,0.96,0.99,0.93,0.96,4890000.0,4771113.0
01013,20190111,0.044,0.043,0.044,0.042,0.043,15172000.0,652564.0
08350,20190125,0.3,0.295,0.295,0.295,0.295,0.0,0.0
01822,20190116,0.09,0.076,0.089,0.076,0.085,90000.0,7230.0
08108,20190108,0.048,0.051,0.051,0.046,0.048,52000.0,2568.0
102 HK,20190124,0.9,0.9,0.93,0.9,0.91,1458000.0,1331320.0
3996 HK,20190107,0.85,0.85,0.89,0.85,0.86,962000.0,834300.0
01916,20190121,6.34,6.31,6.47,6.28,6.41,782000.0,4995730.0
01630,20190116,0.231,0.229,0.229,0.22,0.227,1884000.0,421590.0
08325,20190121,0.475,0.47,0.49,0.47,0.49,70000.0,33100.0
08265,20190124,1.21,1.2,1.2,1.11,1.11,2564000.0,2958760.0
1868 HK,20190108,0.74,0.7,0.73,0.68,0.73,162000.0,117000.0
06111,20190117,4.45,4.46,4.46,4.38,4.4,377000.0,1670600.0
00213,20190116,1.11,1.09,1.1,1.09,1.1,90000.0,98500.0
00943,20190121,0.117,0.119,0.121,0.11,0.114,3112000.0,360320.0
08493,20190107,0.12,0.138,0.138,0.135,0.135,60000.0,8136.0
3800 HK,20190125,0.53,0.54,0.55,0.53,0.54,37196584.0,20001682.0
01569,20190103,1.29,1.29,1.35,1.28,1.29,5082000.0,6614700.0
3999 HK,20190129,0.39,0.395,0.395,0.395,0.395,0.0,0.0
86 HK,20190111,3.65,3.66,3.7,3.66,3.68,300000.0,1102990.0
00306,20190131,4.35,4.24,4.35,4.24,4.34,8000.0,34360.0
00812,20190115,0.139,0.135,0.135,0.135,0.135,10000.0,1350.0
06863,20190114,0.42,0.42,0.42,0.42,0.42,0.0,0.0
00544,20190102,0.044,0.042,0.045,0.042,0.042,500000.0,21060.0
00536,20190107,1.15,1.15,1.15,1.14,1.15,96000.0,109880.0
19 HK,20190125,91.25,91.9,92.9,91.25,91.75,1502102.0,137891821.0
00112,20190104,6.04,6.03,6.1,6.03,6.1,8000.0,48520.0
00231,20190110,0.221,0.221,0.221,0.216,0.221,1310000.0,285740.0
152 HK,20190121,15.24,15.34,15.34,15.16,15.24,1801991.0,27468717.0
3968 HK,20190118,31.0,31.2,31.5,30.9,31.0,17434371.0,542437697.0
01363,20190116,0.325,0.325,0.335,0.325,0.33,10422000.0,3429150.0
2000 HK,20190123,0.32,0.31,0.32,0.305,0.31,792000.0,245790.0
8279 HK,20190131,0.435,0.445,0.45,0.425,0.45,1232000.0,533220.0
799 HK,20190107,10.08,10.22,10.38,10.06,10.38,3803051.0,39034444.0
