基金代码,基金简称,公告日期,截止日期,机构投资者持有的基金份额,机构投资者持有的基金份额占总份额比例,个人投资者持有的基金份额,个人投资者持有的基金份额占总份额比例,定期报告所属年度,报告类型
006771,永赢合益债券,2019-08-26 00:00:00,2019-06-30 00:00:00,1995050994.88,99.9999,2572.65,0.0001,2019,中期报告
006773,国寿安保尊荣中短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,455741352.15,61.61,284029892.38,38.39,2019,中期报告
006774,国寿安保尊荣中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,137988443.54,100.0,2019,中期报告
006775,前海开源优质成长混合,2019-08-24 00:00:00,2019-06-30 00:00:00,12114580.8,0.19,6463342960.27,99.81,2019,中期报告
006776,华夏鼎略债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,2302099768.42,100.0,2305.72,0.0,2019,中期报告
006777,华夏鼎略债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,282617.69,100.0,2019,中期报告
006778,广发恒生中国企业精明指数(QDII)A,2019-08-28 00:00:00,2019-06-30 00:00:00,10000800.08,70.98,4088948.34,29.02,2019,中期报告
006779,广发恒生中国企业精明指数(QDII)C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,748819.4,100.0,2019,中期报告
006780,广发稳健策略混合,2019-08-28 00:00:00,2019-06-30 00:00:00,2059489.77,0.22,934363069.41,99.78,2019,中期报告
006781,汇丰晋信港股通精选股票,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,589093569.5,100.0,2019,中期报告
006782,国泰信利三个月定期开放债券,2019-08-28 00:00:00,2019-06-30 00:00:00,1995440671.62,100.0,0.0,0.0,2019,中期报告
006783,红土创新中证500指数增强A,2019-08-28 00:00:00,2019-06-30 00:00:00,5000400.08,83.0,1040210.29,17.0,2019,中期报告
006784,红土创新中证500指数增强C,2019-08-28 00:00:00,2019-06-30 00:00:00,5000400.0,86.0,811565.97,14.0,2019,中期报告
006785,东方量化多策略混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,2629332.66,4.27,58931961.89,95.73,2019,中期报告
006786,泰康中证港股通大消费主题指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,9900495.05,63.45,5701909.33,36.55,2019,中期报告
006787,泰康中证港股通大消费主题指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,100005.0,2.69,3622082.95,97.31,2019,中期报告
006789,中信保诚景丰债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,399802222.93,100.0,5136.01,0.0,2019,中期报告
006790,中信保诚景丰债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,11379.29,100.0,2019,中期报告
006791,建信睿兴纯债债券,2019-08-29 00:00:00,2019-06-30 00:00:00,450088000.09,99.62,1695892.14,0.38,2019,中期报告
006793,交银施罗德稳鑫短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,299369044.66,29.1,729555390.54,70.9,2019,中期报告
006794,交银施罗德稳鑫短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,35253395.44,100.0,2019,中期报告
006796,富国消费升级混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,28712672.28,41.99,39668645.92,58.01,2019,中期报告
006797,嘉实中短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,250097716.1,100.0,2019,中期报告
006798,嘉实中短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,71047347.38,100.0,2019,中期报告
006799,财通资管鸿运中短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,574060648.51,100.0,2019,中期报告
006800,财通资管鸿运中短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,284381174.69,100.0,2019,中期报告
006803,嘉实互通精选股票,2019-08-29 00:00:00,2019-06-30 00:00:00,672491.17,0.66,100724611.61,99.34,2019,中期报告
006804,富国短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,298031988.87,48.46,317027737.36,51.54,2019,中期报告
006805,富国短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,420271514.86,100.0,2019,中期报告
006809,泰康港股通中证香港银行投资指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,9900495.05,69.9,4263577.76,30.1,2019,中期报告
006810,泰康港股通中证香港银行投资指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,100005.0,3.68,2616427.14,96.32,2019,中期报告
006813,博时汇悦回报混合,2019-08-27 00:00:00,2019-06-30 00:00:00,10000000.0,7.52,122980137.17,92.48,2019,中期报告
006816,泰康中证港股通地产指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,9900495.05,90.58,1029634.52,9.42,2019,中期报告
006817,泰康中证港股通地产指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,100005.0,5.0,1901058.0,95.0,2019,中期报告
006818,安信盈利驱动股票A,2019-08-27 00:00:00,2019-06-30 00:00:00,204490.94,0.13,158508106.87,99.87,2019,中期报告
006819,安信盈利驱动股票C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,25001016.05,100.0,2019,中期报告
006822,凯石湛混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,805133.56,0.73,108819723.35,99.27,2019,中期报告
006823,凯石湛混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,1600295.0,0.96,164432504.96,99.04,2019,中期报告
006824,创金合信鑫日享短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,14725120.65,8.83,152127329.34,91.17,2019,中期报告
006825,创金合信鑫日享短债债C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,332248737.25,100.0,2019,中期报告
006826,华宝宝裕纯债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,860390789.17,99.98,196891.72,0.02,2019,中期报告
006827,中加瑞鑫纯债债券,2019-08-26 00:00:00,2019-06-30 00:00:00,2238922699.09,100.0,4760.52,0.0,2019,中期报告
006832,鹏扬添利增强债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,153491187.81,98.02,3094999.92,1.98,2019,中期报告
006833,鹏扬添利增强债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,782275.36,100.0,2019,中期报告
006834,工银瑞信尊享短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,99719392.85,39.11,155273170.22,60.89,2019,中期报告
006835,工银瑞信尊享短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,1983339.94,1.17,166969341.3,98.83,2019,中期报告
006837,银华信用四季红债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,1292913.46,100.0,2019,中期报告
006838,鑫元荣利三个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,310009850.04,100.0,0.0,0.0,2019,中期报告
006839,安信聚利增强债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,149997638.89,91.75,13481575.89,8.25,2019,中期报告
006840,安信聚利增强债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,10000527.78,38.23,16157460.58,61.77,2019,中期报告
006841,嘉实致享纯债债券,2019-08-29 00:00:00,2019-06-30 00:00:00,289492117.33,99.98,45489.56,0.02,2019,中期报告
006842,南方国利6个月定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,2509998638.95,100.0,0.0,0.0,2019,中期报告
006843,中信建投睿溢混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,9076.65,100.0,2019,中期报告
006844,中信建投稳利混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,3100.78,100.0,2019,中期报告
006845,中信建投聚利混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,84823.07,100.0,2019,中期报告
006848,博时中债5-10年农发行债券指数A,2019-08-27 00:00:00,2019-06-30 00:00:00,430478767.63,99.34,2860610.7,0.66,2019,中期报告
006849,博时中债5-10年农发行债券指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,3489360.24,100.0,2019,中期报告
006850,永赢颐利债券,2019-08-26 00:00:00,2019-06-30 00:00:00,1998599980.01,99.9998,4483.11,0.0002,2019,中期报告
006851,平安中短债债券E,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,645384217.75,100.0,2019,中期报告
006852,永赢迅利中高等级短债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,881979688.82,99.9995,4624.08,0.0005,2019,中期报告
006854,人保鑫泽纯债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,60000200.0,90.5,6296751.99,9.5,2019,中期报告
006855,人保鑫泽纯债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,20000400.0,43.39,26090762.39,56.61,2019,中期报告
006857,蜂巢卓睿灵活配置混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,3757.26,0.01,40037080.78,99.99,2019,中期报告
006858,蜂巢卓睿灵活配置混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,2959168.33,3.36,85138055.61,96.64,2019,中期报告
006859,易方达汇诚养老目标日期2033三年持有期混合(FOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,10000000.0,99.79,20610.37,0.21,2019,中期报告
006860,易方达汇诚养老目标日期2038三年持有期混合(FOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,10000000.0,99.76,23724.45,0.24,2019,中期报告
006861,招商和悦稳健养老目标一年持有期混合(FOF)A,2019-08-26 00:00:00,2019-06-30 00:00:00,8064754.01,1.66,478173573.63,98.34,2019,中期报告
006862,招商和悦稳健养老目标一年持有期混合(FOF)C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,329211513.36,100.0,2019,中期报告
006863,国联安智能制造混合,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,323667711.24,100.0,2019,中期报告
006865,泰康安惠纯债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,153474742.15,96.1,6232724.85,3.9,2019,中期报告
006867,易方达丰华债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,254313988.26,100.0,2019,中期报告
006868,华夏科技成长股票,2019-08-29 00:00:00,2019-06-30 00:00:00,7448443.64,0.56,1321783400.9,99.44,2019,中期报告
006870,广发景和中短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,2083428.91,0.64,324763389.55,99.36,2019,中期报告
006871,广发景和中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,13908623.61,100.0,2019,中期报告
006874,创金合信恒兴中短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,10000350.0,4.0,240307061.45,96.0,2019,中期报告
006875,创金合信恒兴中短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,19920838.77,100.0,2019,中期报告
006876,国投瑞银稳健养老目标一年持有期混合(FOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,21139430.36,3.46,589581094.16,96.54,2019,中期报告
006881,华宝大健康混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,235284.97,0.03,792529259.48,99.97,2019,中期报告
006884,汇添富AAA级信用纯债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,498206456.76,45.66,592920124.51,54.34,2019,中期报告
006885,汇添富AAA级信用纯债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,400489259.26,100.0,2019,中期报告
006886,工银瑞信养老目标日期2050五年持有期混合(FOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,10000400.0,12.96,67188718.31,87.04,2019,中期报告
006887,诺德新生活混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,112019461.68,100.0,2019,中期报告
006888,诺德新生活混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,13001820.0,100.0,0.0,0.0,2019,中期报告
006889,平安惠鸿纯债债券,2019-08-23 00:00:00,2019-06-30 00:00:00,1997077382.43,100.0,7072.93,0.0,2019,中期报告
006890,摩根领先优选混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,847452329.1,100.0,2019,中期报告
006891,华夏养老目标日期2050五年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,10005551.88,47.11,11233677.45,52.89,2019,中期报告
006893,汇添富丰利短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,64792151.23,99.9,63579.81,0.1,2019,中期报告
006896,新华聚利债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,85819324.38,100.0,2019,中期报告
006897,新华聚利债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,5271367.43,100.0,2019,中期报告
006898,天弘弘丰增强回报债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,4078332.38,0.82,493737374.82,99.18,2019,中期报告
006899,天弘弘丰增强回报债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,3686287.13,100.0,2019,中期报告
006901,上银慧祥利债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,199694140.21,99.9987,2506.35,0.0013,2019,中期报告
006902,长盛安鑫中短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,124999586.31,29.52,298417950.74,70.48,2019,中期报告
006903,长盛安鑫中短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,250395070.82,100.0,2019,中期报告
006906,创金合信鑫收益灵活配置混合E,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,497242423.01,100.0,2019,中期报告
006907,银华安鑫短债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,1075662210.96,86.25,171502168.13,13.75,2019,中期报告
006908,银华安鑫短债债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,5001166.66,4.33,110530215.81,95.67,2019,中期报告
006911,长江量化匠心甄选股票A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,12176708.49,100.0,2019,中期报告
006912,长城久泰沪深300指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,2664653.77,100.0,2019,中期报告
006913,南方华元债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,1609845015.07,99.99,133746.08,0.01,2019,中期报告
006914,南方华元债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,13856.98,100.0,2019,中期报告
006915,南方亨元债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,2017407766.43,99.99,161238.89,0.01,2019,中期报告
006917,上银慧祥利债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,78472.3,100.0,2019,中期报告
006918,国联安安享稳健养老目标一年持有期混合(FOF),2019-08-28 00:00:00,2019-06-30 00:00:00,20000500.0,5.76,327390627.56,94.24,2019,中期报告
006919,国寿安保泰和纯债债券,2019-08-28 00:00:00,2019-06-30 00:00:00,2977943202.62,100.0,26085.38,0.0,2019,中期报告
006921,南方智诚混合,2019-08-23 00:00:00,2019-06-30 00:00:00,59282950.75,2.14,2707833082.95,97.86,2019,中期报告
006923,前海开源沪港深非周期性行业股票A,2019-08-24 00:00:00,2019-06-30 00:00:00,3953110.14,1.2,326846556.86,98.8,2019,中期报告
006924,前海开源沪港深非周期性行业股票C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,27572648.23,100.0,2019,中期报告
006925,永赢中债-1-3年政策性金融债指数,2019-08-26 00:00:00,2019-06-30 00:00:00,401114678.97,99.9989,4282.53,0.0011,2019,中期报告
006927,浙商汇金聚鑫定期开放债券,2019-08-26 00:00:00,2019-06-30 00:00:00,509999097.23,100.0,0.0,0.0,2019,中期报告
006928,长城创业板指数增强C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,19703399.57,100.0,2019,中期报告
006929,博时富融纯债债券,2019-08-27 00:00:00,2019-06-30 00:00:00,2056503122.77,100.0,76575.97,0.0,2019,中期报告
006930,泰康中证港股通TMT主题指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,9900495.05,55.41,7966864.26,44.59,2019,中期报告
006931,泰康中证港股通TMT主题指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,100005.0,0.55,18246049.4,99.45,2019,中期报告
006932,平安0-3年期政策性金融债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,49833941.13,99.99,2857.75,0.01,2019,中期报告
006933,平安0-3年期政策性金融债债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,1301.29,100.0,2019,中期报告
006934,平安3-5年期政策性金融债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,1990642978.0,99.99,154207.63,0.01,2019,中期报告
006935,平安3-5年期政策性金融债债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,52891.81,100.0,2019,中期报告
006936,华安安盛3个月定期开放债券,2019-08-28 00:00:00,2019-06-30 00:00:00,603707683.2,100.0,0.0,0.0,2019,中期报告
006937,工银瑞信沪深300指数C,2019-08-28 00:00:00,2019-06-30 00:00:00,418539307.52,97.19,12100070.11,2.81,2019,中期报告
006938,鹏华中证500指数(LOF)C,2019-08-23 00:00:00,2019-06-30 00:00:00,4195415.72,23.87,13380032.41,76.13,2019,中期报告
006939,鹏华沪深300指数(LOF)C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,12827071.4,100.0,2019,中期报告
006941,国泰惠盈纯债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,199998000.0,100.0,4005.26,0.0,2019,中期报告
006942,华泰柏瑞量化明选混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,5595618.15,0.75,736500114.0,99.25,2019,中期报告
006943,华泰柏瑞量化明选混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,1747730.74,100.0,2019,中期报告
006947,华宝中短债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,29822579.04,19.48,123274184.25,80.52,2019,中期报告
006948,华宝中短债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,10919650.82,9.96,98710789.3,90.04,2019,中期报告
006949,前海开源乾利3个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,4809999000.0,100.0,0.0,0.0,2019,中期报告
006952,中银景元回报混合,2019-08-26 00:00:00,2019-06-30 00:00:00,11978045.1,0.7617,1560527831.1,99.2383,2019,中期报告
006955,国泰惠富纯债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,3198555040.98,100.0,65849.74,0.0,2019,中期报告
006956,鹏华永润一年定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,1843534551.57,100.0,2019,中期报告
006957,长江量化匠心甄选股票C,2019-08-27 00:00:00,2019-06-30 00:00:00,1005058.95,12.7,6906005.99,87.3,2019,中期报告
006958,鹏华永融一年定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,2999910.0,0.26,1148992580.81,99.74,2019,中期报告
006961,南方中债7-10年国开行债券指数A,2019-08-23 00:00:00,2019-06-30 00:00:00,153002027.81,94.62,8699027.64,5.38,2019,中期报告
006962,南方中债7-10年国开行债券指数C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,9912487.12,100.0,2019,中期报告
006965,财通安瑞短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,150832702.34,44.97,184597519.21,55.03,2019,中期报告
006966,财通安瑞短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,9663013.42,2.97,315285295.2,97.03,2019,中期报告
006969,圆信永丰高端制造混合,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,419314978.04,100.0,2019,中期报告
006973,太平睿盈混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,179940263.83,99.33,1209076.42,0.67,2019,中期报告
006974,金鹰鑫日享债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,591209045.6,100.0,2019,中期报告
006975,金鹰鑫日享债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,15006000.0,1.84,799540017.0,98.16,2019,中期报告
006976,鹏华核心优势混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,423621417.78,100.0,2019,中期报告
006977,农银汇理海棠三年定期开放混合,2019-08-23 00:00:00,2019-06-30 00:00:00,518989.0,0.21,246378830.0,99.79,2019,中期报告
006985,兴全恒裕债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,459927233.79,98.69,6090903.52,1.31,2019,中期报告
006986,平安季添盈三个月定期开放债券A,2019-08-22 00:00:00,2019-06-30 00:00:00,0.0,0.0,222531647.7,100.0,2019,中期报告
006988,平安季添盈三个月定期开放债券E,2019-08-22 00:00:00,2019-06-30 00:00:00,0.0,0.0,339935748.36,100.0,2019,中期报告
006989,建信中短债纯债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,43066482.0,10.31,374630516.71,89.69,2019,中期报告
006990,建信中短债纯债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,118644888.64,100.0,2019,中期报告
006991,民生加银康宁稳健养老目标一年持有期混合(FOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,297739.05,0.02,1483392828.41,99.98,2019,中期报告
006992,嘉合锦创优势精选混合,2019-08-29 00:00:00,2019-06-30 00:00:00,98852.23,0.49,20205691.88,99.51,2019,中期报告
006993,鑫元承利三个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,705294700.35,100.0,0.0,0.0,2019,中期报告
006995,南方惠利6个月定期开放债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,50003000.0,27.14,134255942.7,72.86,2019,中期报告
006996,南方惠利6个月定期开放债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,5002500.0,9.1,49996065.55,90.9,2019,中期报告
006998,广发景兴中短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,177983719.14,37.42,297596209.53,62.58,2019,中期报告
006999,广发景兴中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,121538721.7,100.0,2019,中期报告
007000,鹏华中债1-3年国开行债券指数A,2019-08-23 00:00:00,2019-06-30 00:00:00,8454607432.36,100.0,257526.43,0.0,2019,中期报告
007001,鹏华中债1-3年国开行债券指数C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,152645.72,100.0,2019,中期报告
007010,国寿安保中债1-3年国开行债券指数A,2019-08-28 00:00:00,2019-06-30 00:00:00,12553691027.82,100.0,77344.27,0.0,2019,中期报告
007011,国寿安保中债1-3年国开行债券指数C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,280257.42,100.0,2019,中期报告
007012,湘财长顺混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,15112794.85,9.37,146131351.98,90.63,2019,中期报告
007013,湘财长顺混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,85083217.33,16.78,421977913.08,83.22,2019,中期报告
007017,平安如意中短债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,39678595.28,33.03,80466997.06,66.97,2019,中期报告
007018,平安如意中短债债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,5030828.11,100.0,2019,中期报告
007019,平安如意中短债债券E,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,168783646.16,100.0,2019,中期报告
007020,华安添鑫中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,6180953.05,100.0,2019,中期报告
007021,嘉实中债1-3年政策性金融债指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,2520112150.08,99.97,693369.75,0.03,2019,中期报告
007022,嘉实中债1-3年政策性金融债指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,495049.49,100.0,2019,中期报告
007025,南方鑫利3个月定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,310058416.85,100.0,0.0,0.0,2019,中期报告
007026,建信中债1-3年国开行债券指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,2098335336.64,99.99,285294.45,0.01,2019,中期报告
007027,建信中债1-3年国开行债券指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,550612.0,100.0,2019,中期报告
007028,易方达中证500ETF联接A,2019-08-24 00:00:00,2019-06-30 00:00:00,10999681.0,2.79,383037275.47,97.21,2019,中期报告
007029,易方达中证500ETF联接C,2019-08-24 00:00:00,2019-06-30 00:00:00,7804468.5,1.25,618653793.36,98.75,2019,中期报告
007034,中科沃土沃安中短期利率债债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,19008185.61,12.36,134770973.72,87.64,2019,中期报告
007035,中银中债1-3年期国开行债券指数A,2019-08-26 00:00:00,2019-06-30 00:00:00,10349170840.52,99.9794,2127361.42,0.0206,2019,中期报告
007038,新疆前海联合添惠纯债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,31523.94,100.0,2019,中期报告
007039,新疆前海联合沪深300指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,380466.5,100.0,2019,中期报告
007040,新疆前海联合泳隆灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,726.96,100.0,2019,中期报告
007041,新疆前海联合泳涛灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,1604.91,100.0,2019,中期报告
007042,新疆前海联合泳隽灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,1889.04,100.0,2019,中期报告
007043,新疆前海联合泓鑫灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,839832.18,100.0,2019,中期报告
007044,博道沪深300指数增强A,2019-08-27 00:00:00,2019-06-30 00:00:00,13045247.76,6.8,178823327.71,93.2,2019,中期报告
007045,博道沪深300指数增强C,2019-08-27 00:00:00,2019-06-30 00:00:00,4550858.18,2.81,157678519.03,97.19,2019,中期报告
007046,方正富邦创新动力混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,5000000.0,9.12,49796600.15,90.88,2019,中期报告
007047,长城核心优势混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,70410059.27,3.92,1726928066.71,96.08,2019,中期报告
007048,平安安心灵活配置混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,31984936.03,100.0,12.59,0.0,2019,中期报告
007049,平安鑫安混合E,2019-08-23 00:00:00,2019-06-30 00:00:00,19219680.95,8.54,205806773.02,91.46,2019,中期报告
007057,中泰蓝月短债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,636571431.29,86.25,101460641.18,13.75,2019,中期报告
007058,中泰蓝月短债债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,42103087.0,9.87,384535380.99,90.13,2019,中期报告
007059,汇添富养老目标日期2040五年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,1996007.98,0.42,470124421.3,99.58,2019,中期报告
007063,长盛研发回报混合,2019-08-27 00:00:00,2019-06-30 00:00:00,9599506.67,1.97,476547713.87,98.03,2019,中期报告
007070,博时颐泽稳健养老目标一年持有期混合(FOF)A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,607506174.44,100.0,2019,中期报告
007071,博时颐泽稳健养老目标一年持有期混合(FOF)C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,178576480.84,100.0,2019,中期报告
007072,民生加银鑫福灵活配置混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,90576338.12,100.0,2019,中期报告
007073,海富通上海清算所中高等级短期融资券指数C,2019-08-28 00:00:00,2019-06-30 00:00:00,9958175.66,99.29,71083.11,0.71,2019,中期报告
007075,富国产业债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,28263917.9,86.54,4394348.44,13.46,2019,中期报告
007076,汇添富中证医药卫生ETF联接A,2019-08-29 00:00:00,2019-06-30 00:00:00,16691519.03,8.44,181139560.29,91.56,2019,中期报告
