基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
006776,华夏鼎略债券型证券投资基金A类,华夏鼎略债券A,华夏基金管理有限公司,交通银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
006777,华夏鼎略债券型证券投资基金C类,华夏鼎略债券C,华夏基金管理有限公司,交通银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
006778,广发恒生中国企业精明指数型发起式证券投资基金(QDII)A类,广发恒生中国企业精明指数(QDII)A,广发基金管理有限公司,中国农业银行股份有限公司,其他型,20190307,20220308,0.5%,0.1%
006779,广发恒生中国企业精明指数型发起式证券投资基金(QDII)C类,广发恒生中国企业精明指数(QDII)C,广发基金管理有限公司,中国农业银行股份有限公司,其他型,20190307,20220308,0.5%,0.1%
006780,广发稳健策略混合型证券投资基金,广发稳健策略混合,广发基金管理有限公司,中国农业银行股份有限公司,混合型,20190307,30001231,1.2%,0.2%
006781,汇丰晋信港股通精选股票型证券投资基金,汇丰晋信港股通精选股票,汇丰晋信基金管理有限公司,交通银行股份有限公司,股票型,20190320,30001231,1.5%,0.25%
006782,国泰信利三个月定期开放债券型发起式证券投资基金,国泰信利三个月定期开放债券,国泰基金管理有限公司,中信银行股份有限公司,债券型,20190325,30001231,0.3%,0.1%
006783,红土创新中证500指数增强型发起式证券投资基金A类,红土创新中证500指数增强A,红土创新基金管理有限公司,招商银行股份有限公司,股票型,20190225,20230703,0.8%,0.15%
006784,红土创新中证500指数增强型发起式证券投资基金C类,红土创新中证500指数增强C,红土创新基金管理有限公司,招商银行股份有限公司,股票型,20190225,20230703,0.8%,0.15%
006785,东方量化多策略混合型证券投资基金A类,东方量化多策略混合A,东方基金管理股份有限公司,中国农业银行股份有限公司,混合型,20190222,30001231,0.8%,0.15%
006786,泰康中证港股通大消费主题指数型发起式证券投资基金A类,泰康中证港股通大消费主题指数A,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190409,30001231,0.5%,0.1%
006787,泰康中证港股通大消费主题指数型发起式证券投资基金C类,泰康中证港股通大消费主题指数C,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190409,30001231,0.5%,0.1%
006789,中信保诚景丰债券型证券投资基金A类,中信保诚景丰债券A,中信保诚基金管理有限公司,徽商银行股份有限公司,债券型,20190115,30001231,0.3%,0.1%
006790,中信保诚景丰债券型证券投资基金C类,中信保诚景丰债券C,中信保诚基金管理有限公司,徽商银行股份有限公司,债券型,20190115,30001231,0.3%,0.1%
006791,建信睿兴纯债债券型证券投资基金,建信睿兴纯债债券,建信基金管理有限责任公司,兴业银行股份有限公司,债券型,20190426,30001231,0.3%,0.1%
006792,鹏华香港美国互联网股票型证券投资基金(LOF)(美元现汇),鹏华香港美国互联网股票(QDII-LOF)(美元现汇),鹏华基金管理有限公司,中国工商银行股份有限公司,其他型,20190415,30001231,1.5%,0.3%
006793,交银施罗德稳鑫短债债券型证券投资基金A类,交银施罗德稳鑫短债债券A,交银施罗德基金管理有限公司,招商银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
006794,交银施罗德稳鑫短债债券型证券投资基金C类,交银施罗德稳鑫短债债券C,交银施罗德基金管理有限公司,招商银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
006795,国泰裕祥三个月定期开放债券型发起式证券投资基金,国泰裕祥三个月定期开放债券,国泰基金管理有限公司,江苏银行股份有限公司,债券型,20190902,30001231,0.3%,0.1%
006796,富国消费升级混合型证券投资基金A类,富国消费升级混合A,富国基金管理有限公司,中国银行股份有限公司,混合型,20190220,30001231,1.2%,0.2%
006797,嘉实中短债债券型证券投资基金A类,嘉实中短债债券A,嘉实基金管理有限公司,招商银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
006798,嘉实中短债债券型证券投资基金C类,嘉实中短债债券C,嘉实基金管理有限公司,招商银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
006799,财通资管鸿运中短债债券型证券投资基金A类,财通资管鸿运中短债债券A,财通证券资产管理有限公司,中国工商银行股份有限公司,债券型,20190121,30001231,0.3%,0.08%
006800,财通资管鸿运中短债债券型证券投资基金C类,财通资管鸿运中短债债券C,财通证券资产管理有限公司,中国工商银行股份有限公司,债券型,20190121,30001231,0.3%,0.08%
006801,新疆前海联合科技先锋混合型证券投资基金A类,新疆前海联合科技先锋混合A,新疆前海联合基金管理有限公司,上海浦东发展银行股份有限公司,混合型,20190814,30001231,1.5%,0.25%
006802,新疆前海联合科技先锋混合型证券投资基金C类,新疆前海联合科技先锋混合C,新疆前海联合基金管理有限公司,上海浦东发展银行股份有限公司,混合型,20190814,30001231,1.5%,0.25%
006803,嘉实互通精选股票型证券投资基金,嘉实互通精选股票,嘉实基金管理有限公司,中国农业银行股份有限公司,股票型,20190220,30001231,1.2%,0.2%
006804,富国短债债券型证券投资基金A类,富国短债债券A,富国基金管理有限公司,中国工商银行股份有限公司,债券型,20190118,30001231,0.3%,0.05%
006805,富国短债债券型证券投资基金C类,富国短债债券C,富国基金管理有限公司,中国工商银行股份有限公司,债券型,20190118,30001231,0.3%,0.05%
006806,西部利得添盈短债债券型证券投资基金A类,西部利得添盈短债债券A,西部利得基金管理有限公司,平安银行股份有限公司,债券型,20190604,30001231,0.3%,0.1%
006807,西部利得添盈短债债券型证券投资基金C类,西部利得添盈短债债券C,西部利得基金管理有限公司,平安银行股份有限公司,债券型,20190604,30001231,0.3%,0.1%
006808,西部利得添盈短债债券型证券投资基金E类,西部利得添盈短债债券E,西部利得基金管理有限公司,平安银行股份有限公司,债券型,20190604,30001231,0.3%,0.1%
006809,泰康港股通中证香港银行投资指数型发起式证券投资基金A类,泰康港股通中证香港银行投资指数A,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190416,30001231,0.5%,0.1%
006810,泰康港股通中证香港银行投资指数型发起式证券投资基金C类,泰康港股通中证香港银行投资指数C,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190416,30001231,0.5%,0.1%
006811,大成景盈债券型证券投资基金A类,大成景盈债券A,大成基金管理有限公司,中国民生银行股份有限公司,债券型,20190624,30001231,0.3%,0.1%
006812,大成惠福纯债债券型证券投资基金,大成惠福纯债债券,大成基金管理有限公司,中国工商银行股份有限公司,债券型,20190718,30001231,0.3%,0.1%
006813,博时汇悦回报混合型证券投资基金,博时汇悦回报混合,博时基金管理有限公司,中国银行股份有限公司,混合型,20190129,30001231,1.2%,0.2%
006816,泰康中证港股通地产指数型发起式证券投资基金A类,泰康中证港股通地产指数A,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190129,20220130,0.5%,0.1%
006817,泰康中证港股通地产指数型发起式证券投资基金C类,泰康中证港股通地产指数C,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190129,20220130,0.5%,0.1%
006818,安信盈利驱动股票型证券投资基金A类,安信盈利驱动股票A,安信基金管理有限责任公司,中国银行股份有限公司,股票型,20190305,20230519,1.5%,0.25%
006819,安信盈利驱动股票型证券投资基金C类,安信盈利驱动股票C,安信基金管理有限责任公司,中国银行股份有限公司,股票型,20190305,20230519,1.5%,0.25%
006822,凯石湛混合型证券投资基金A类,凯石湛混合A,凯石基金管理有限公司,广发证券股份有限公司,混合型,20190320,20220117,0.6%,0.1%
006823,凯石湛混合型证券投资基金C类,凯石湛混合C,凯石基金管理有限公司,广发证券股份有限公司,混合型,20190320,20220117,0.6%,0.1%
006824,创金合信鑫日享短债债券型证券投资基金A类,创金合信鑫日享短债债券A,创金合信基金管理有限公司,中国民生银行股份有限公司,债券型,20190117,30001231,0.4%,0.1%
006825,创金合信鑫日享短债债券型证券投资基金C类,创金合信鑫日享短债债C,创金合信基金管理有限公司,中国民生银行股份有限公司,债券型,20190117,30001231,0.4%,0.1%
006826,华宝宝裕纯债债券型证券投资基金A类,华宝宝裕纯债债券A,华宝基金管理有限公司,交通银行股份有限公司,债券型,20190307,30001231,0.3%,0.1%
006827,中加瑞鑫纯债债券型证券投资基金,中加瑞鑫纯债债券,中加基金管理有限公司,兴业银行股份有限公司,债券型,20190117,30001231,0.3%,0.1%
006828,银河久泰纯债债券型证券投资基金,银河久泰纯债债券,银河基金管理有限公司,中国光大银行股份有限公司,债券型,20190919,30001231,0.3%,0.1%
006829,鹏扬利沣短债债券型证券投资基金A类,鹏扬利沣短债债券A,鹏扬基金管理有限公司,中国邮政储蓄银行股份有限公司,债券型,20190909,30001231,0.3%,0.1%
006830,鹏扬利沣短债债券型证券投资基金C类,鹏扬利沣短债债券C,鹏扬基金管理有限公司,中国邮政储蓄银行股份有限公司,债券型,20190909,30001231,0.3%,0.1%
006831,鹏扬利沣短债债券型证券投资基金E类,鹏扬利沣短债债券E,鹏扬基金管理有限公司,中国邮政储蓄银行股份有限公司,债券型,20190909,30001231,0.3%,0.1%
006832,鹏扬添利增强债券型证券投资基金A类,鹏扬添利增强债券A,鹏扬基金管理有限公司,中国邮政储蓄银行股份有限公司,债券型,20190328,30001231,0.4%,0.1%
006833,鹏扬添利增强债券型证券投资基金C类,鹏扬添利增强债券C,鹏扬基金管理有限公司,中国邮政储蓄银行股份有限公司,债券型,20190328,30001231,0.4%,0.1%
006834,工银瑞信尊享短债债券型证券投资基金A类,工银瑞信尊享短债债券A,工银瑞信基金管理有限公司,中国光大银行股份有限公司,债券型,20190130,30001231,0.3%,0.05%
006835,工银瑞信尊享短债债券型证券投资基金C类,工银瑞信尊享短债债券C,工银瑞信基金管理有限公司,中国光大银行股份有限公司,债券型,20190130,30001231,0.3%,0.05%
006836,永赢惠泽一年定期开放灵活配置混合型发起式证券投资基金,永赢惠泽一年定期开放灵活配置混合,永赢基金管理有限公司,招商银行股份有限公司,混合型,20190605,30001231,1.2%,0.2%
006837,银华信用四季红债券型证券投资基金C类,银华信用四季红债券C,银华基金管理股份有限公司,中国建设银行股份有限公司,债券型,20190104,30001231,0.4%,0.1%
006838,鑫元荣利三个月定期开放债券型发起式证券投资基金,鑫元荣利三个月定期开放债券,鑫元基金管理有限公司,中国光大银行股份有限公司,债券型,20190124,30001231,0.3%,0.1%
006839,安信聚利增强债券型证券投资基金A类,安信聚利增强债券A,安信基金管理有限责任公司,招商银行股份有限公司,债券型,20190415,30001231,0.7%,0.2%
006840,安信聚利增强债券型证券投资基金C类,安信聚利增强债券C,安信基金管理有限责任公司,招商银行股份有限公司,债券型,20190415,30001231,0.7%,0.2%
006841,嘉实致享纯债债券型证券投资基金,嘉实致享纯债债券,嘉实基金管理有限公司,兴业银行股份有限公司,债券型,20190128,30001231,0.3%,0.1%
006842,南方国利6个月定期开放债券型发起式证券投资基金,南方国利6个月定期开放债券,南方基金管理股份有限公司,中国民生银行股份有限公司,债券型,20190110,30001231,0.3%,0.1%
006843,中信建投睿溢混合型证券投资基金C类,中信建投睿溢混合C,中信建投基金管理有限公司,上海浦东发展银行股份有限公司,混合型,20190104,30001231,0.3%,0.05%
006844,中信建投稳利混合型证券投资基金C类,中信建投稳利混合C,中信建投基金管理有限公司,北京银行股份有限公司,混合型,20190104,30001231,0.6%,0.1%
006845,中信建投聚利混合型证券投资基金C类,中信建投聚利混合C,中信建投基金管理有限公司,北京银行股份有限公司,混合型,20190104,30001231,0.3%,0.1%
006846,中银福建国有企业债6个月定期开放债券型证券投资基金A类,中银福建国有企业债6个月定期开放债券A,中银基金管理有限公司,华泰证券股份有限公司,债券型,20190625,30001231,0.3%,0.08%
006847,中银福建国有企业债6个月定期开放债券型证券投资基金C类,中银福建国有企业债6个月定期开放债券C,中银基金管理有限公司,华泰证券股份有限公司,债券型,20190625,30001231,0.3%,0.08%
006848,博时中债5-10年农发行债券指数证券投资基金A类,博时中债5-10年农发行债券指数A,博时基金管理有限公司,中国工商银行股份有限公司,债券型,20190320,30001231,0.15%,0.05%
006849,博时中债5-10年农发行债券指数证券投资基金C类,博时中债5-10年农发行债券指数C,博时基金管理有限公司,中国工商银行股份有限公司,债券型,20190320,30001231,0.15%,0.05%
006850,永赢颐利债券型证券投资基金,永赢颐利债券,永赢基金管理有限公司,浙商银行股份有限公司,债券型,20190118,30001231,0.3%,0.1%
006851,平安中短债债券型证券投资基金E类,平安中短债债券E,平安基金管理有限公司,中国工商银行股份有限公司,债券型,20190123,30001231,0.3%,0.1%
006852,永赢迅利中高等级短债债券型证券投资基金A类,永赢迅利中高等级短债债券A,永赢基金管理有限公司,中国光大银行股份有限公司,债券型,20190117,30001231,0.3%,0.1%
006853,中银汇享债券型证券投资基金,中银汇享债券,中银基金管理有限公司,宁波银行股份有限公司,债券型,20190904,30001231,0.3%,0.1%
006854,人保鑫泽纯债债券型证券投资基金A类,人保鑫泽纯债债券A,中国人保资产管理有限公司,平安银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
006855,人保鑫泽纯债债券型证券投资基金C类,人保鑫泽纯债债券C,中国人保资产管理有限公司,平安银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
006856,银河丰泰3个月定期开放债券型发起式证券投资基金,银河丰泰3个月定期开放债券,银河基金管理有限公司,江苏银行股份有限公司,债券型,20190521,30001231,0.3%,0.1%
006857,蜂巢卓睿灵活配置混合型证券投资基金A类,蜂巢卓睿灵活配置混合A,蜂巢基金管理有限公司,广发证券股份有限公司,混合型,20190130,30001231,1.2%,0.2%
006858,蜂巢卓睿灵活配置混合型证券投资基金C类,蜂巢卓睿灵活配置混合C,蜂巢基金管理有限公司,广发证券股份有限公司,混合型,20190130,30001231,1.2%,0.2%
006859,易方达汇诚养老目标日期2033三年持有期混合型发起式基金中基金(FOF)A类,易方达汇诚养老目标日期2033三年持有期混合(FOF)A,易方达基金管理有限公司,中国工商银行股份有限公司,混合型,20190430,30001231,0.9%,0.15%
006860,易方达汇诚养老目标日期2038三年持有期混合型发起式基金中基金(FOF)A类,易方达汇诚养老目标日期2038三年持有期混合(FOF)A,易方达基金管理有限公司,中国邮政储蓄银行股份有限公司,混合型,20190430,30001231,0.9%,0.2%
006861,招商和悦稳健养老目标一年持有期混合型基金中基金(FOF)A类,招商和悦稳健养老目标一年持有期混合(FOF)A,招商基金管理有限公司,中国银行股份有限公司,混合型,20190426,30001231,0.6%,0.15%
006862,招商和悦稳健养老目标一年持有期混合型基金中基金(FOF)C类,招商和悦稳健养老目标一年持有期混合(FOF)C,招商基金管理有限公司,中国银行股份有限公司,混合型,20190426,30001231,0.6%,0.15%
006863,国联安智能制造混合型证券投资基金,国联安智能制造混合,国联安基金管理有限公司,中国民生银行股份有限公司,混合型,20190425,30001231,1.2%,0.2%
006864,国联安核心资产策略混合型证券投资基金,国联安核心资产策略混合,国联安基金管理有限公司,中国工商银行股份有限公司,混合型,20201118,30001231,1.2%,0.2%
006865,泰康安惠纯债债券型证券投资基金C类,泰康安惠纯债债券C,泰康基金管理有限公司,交通银行股份有限公司,债券型,20190118,30001231,0.3%,0.1%
006867,易方达丰华债券型证券投资基金C类,易方达丰华债券C,易方达基金管理有限公司,招商银行股份有限公司,债券型,20190219,30001231,0.8%,0.2%
006868,华夏科技成长股票型证券投资基金,华夏科技成长股票,华夏基金管理有限公司,中国银行股份有限公司,股票型,20190305,30001231,1.2%,0.2%
006869,广发政策性金融债债券型证券投资基金,广发政策性金融债债券,广发基金管理有限公司,兴业银行股份有限公司,债券型,20190814,30001231,0.3%,0.1%
006870,广发景和中短债债券型证券投资基金A类,广发景和中短债债券A,广发基金管理有限公司,中国银行股份有限公司,债券型,20190314,30001231,0.25%,0.05%
006871,广发景和中短债债券型证券投资基金C类,广发景和中短债债券C,广发基金管理有限公司,中国银行股份有限公司,债券型,20190314,30001231,0.25%,0.05%
006872,长信颐天平衡养老目标三年持有期混合型基金中基金(FOF)A类,长信颐天平衡养老目标三年持有期混合(FOF)A,长信基金管理有限责任公司,中国民生银行股份有限公司,混合型,20190926,30001231,0.8%,0.2%
006873,长信颐天平衡养老目标三年持有期混合型基金中基金(FOF)C类,长信颐天平衡养老目标三年持有期混合(FOF)C,长信基金管理有限责任公司,中国民生银行股份有限公司,混合型,20190926,30001231,0.8%,0.2%
006874,创金合信恒兴中短债债券型证券投资基金A类,创金合信恒兴中短债债券A,创金合信基金管理有限公司,交通银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006875,创金合信恒兴中短债债券型证券投资基金C类,创金合信恒兴中短债债券C,创金合信基金管理有限公司,交通银行股份有限公司,债券型,20190305,30001231,0.3%,0.1%
006876,国投瑞银稳健养老目标一年持有期混合型基金中基金(FOF)A类,国投瑞银稳健养老目标一年持有期混合(FOF)A,国投瑞银基金管理有限公司,中国农业银行股份有限公司,混合型,20190325,30001231,0.6%,0.2%
006877,天治量化核心精选混合型证券投资基金A类,天治量化核心精选混合A,天治基金管理有限公司,中国农业银行股份有限公司,混合型,20190611,30001231,1.2%,0.1%
006878,天治量化核心精选混合型证券投资基金C类,天治量化核心精选混合C,天治基金管理有限公司,中国农业银行股份有限公司,混合型,20190611,30001231,1.2%,0.1%
006879,华安智能生活混合型证券投资基金A类,华安智能生活混合A,华安基金管理有限公司,中国农业银行股份有限公司,混合型,20190508,30001231,1.2%,0.2%
006880,交银施罗德安享稳健养老目标一年持有期混合型基金中基金(FOF)A类,交银施罗德安享稳健养老目标一年持有期混合(FOF)A,交银施罗德基金管理有限公司,中国农业银行股份有限公司,混合型,20190530,30001231,0.6%,0.2%
006881,华宝大健康混合型证券投资基金A类,华宝大健康混合A,华宝基金管理有限公司,中国建设银行股份有限公司,混合型,20190329,30001231,1.2%,0.2%
006882,华泰保兴健康消费混合型证券投资基金A类,华泰保兴健康消费混合A,华泰保兴基金管理有限公司,中国银行股份有限公司,混合型,20190527,30001231,1.2%,0.2%
006883,华泰保兴健康消费混合型证券投资基金C类,华泰保兴健康消费混合C,华泰保兴基金管理有限公司,中国银行股份有限公司,混合型,20190527,30001231,1.2%,0.2%
006884,汇添富AAA级信用纯债债券型证券投资基金A类,汇添富AAA级信用纯债债券A,汇添富基金管理股份有限公司,中国工商银行股份有限公司,债券型,20190222,30001231,0.3%,0.1%
006885,汇添富AAA级信用纯债债券型证券投资基金C类,汇添富AAA级信用纯债债券C,汇添富基金管理股份有限公司,中国工商银行股份有限公司,债券型,20190222,30001231,0.3%,0.1%
006886,工银瑞信养老目标日期2050五年持有期混合型发起式基金中基金(FOF)A类,工银瑞信养老目标日期2050五年持有期混合(FOF)A,工银瑞信基金管理有限公司,中国邮政储蓄银行股份有限公司,混合型,20190328,30001231,0.9%,0.2%
006887,诺德新生活混合型证券投资基金A类,诺德新生活混合A,诺德基金管理有限公司,中国农业银行股份有限公司,混合型,20190328,30001231,1.2%,0.2%
006888,诺德新生活混合型证券投资基金C类,诺德新生活混合C,诺德基金管理有限公司,中国农业银行股份有限公司,混合型,20190328,30001231,1.2%,0.2%
006889,平安惠鸿纯债债券型证券投资基金,平安惠鸿纯债债券,平安基金管理有限公司,徽商银行股份有限公司,债券型,20190131,30001231,0.3%,0.1%
006890,摩根领先优选混合型证券投资基金A类,摩根领先优选混合A,摩根基金管理(中国)有限公司,中国建设银行股份有限公司,混合型,20190320,30001231,1.2%,0.2%
006891,华夏养老目标日期2050五年持有期混合型发起式基金中基金(FOF)A类,华夏养老目标日期2050五年持有期混合(FOF)A,华夏基金管理有限公司,招商银行股份有限公司,混合型,20190326,30001231,0.9%,0.2%
006892,新华鼎利债券型证券投资基金C类,新华鼎利债券C,新华基金管理股份有限公司,中国民生银行股份有限公司,债券型,20190612,30001231,0.3%,0.1%
006893,汇添富丰利短债债券型证券投资基金A类,汇添富丰利短债债券A,汇添富基金管理股份有限公司,招商银行股份有限公司,债券型,20190118,30001231,0.25%,0.08%
006894,兴业养老目标日期2035三年持有期混合型发起式基金中基金(FOF)A类,兴业养老目标日期2035三年持有期混合(FOF)A,兴业基金管理有限公司,平安银行股份有限公司,混合型,20190506,30001231,0.9%,0.15%
006895,兴业养老目标日期2035三年持有期混合型发起式基金中基金(FOF)C类,兴业养老目标日期2035三年持有期混合(FOF)C,兴业基金管理有限公司,平安银行股份有限公司,混合型,20190506,30001231,0.9%,0.15%
006896,新华聚利债券型证券投资基金A类,新华聚利债券A,新华基金管理股份有限公司,中国农业银行股份有限公司,债券型,20190411,30001231,0.3%,0.1%
006897,新华聚利债券型证券投资基金C类,新华聚利债券C,新华基金管理股份有限公司,中国农业银行股份有限公司,债券型,20190411,30001231,0.3%,0.1%
006898,天弘弘丰增强回报债券型证券投资基金A类,天弘弘丰增强回报债券A,天弘基金管理有限公司,交通银行股份有限公司,债券型,20190320,30001231,0.7%,0.2%
006899,天弘弘丰增强回报债券型证券投资基金C类,天弘弘丰增强回报债券C,天弘基金管理有限公司,交通银行股份有限公司,债券型,20190320,30001231,0.7%,0.2%
006901,上银慧祥利债券型证券投资基金A类,上银慧祥利债券A,上银基金管理有限公司,交通银行股份有限公司,债券型,20190124,30001231,0.3%,0.05%
006902,长盛安鑫中短债债券型证券投资基金A类,长盛安鑫中短债债券A,长盛基金管理有限公司,中国工商银行股份有限公司,债券型,20190220,30001231,0.3%,0.08%
006903,长盛安鑫中短债债券型证券投资基金C类,长盛安鑫中短债债券C,长盛基金管理有限公司,中国工商银行股份有限公司,债券型,20190220,30001231,0.3%,0.08%
006904,泰康产业升级混合型证券投资基金A类,泰康产业升级混合A,泰康基金管理有限公司,中国建设银行股份有限公司,混合型,20190517,30001231,1.2%,0.2%
006905,泰康产业升级混合型证券投资基金C类,泰康产业升级混合C,泰康基金管理有限公司,中国建设银行股份有限公司,混合型,20190517,30001231,1.2%,0.2%
006906,创金合信鑫收益灵活配置混合型证券投资基金E类,创金合信鑫收益灵活配置混合E,创金合信基金管理有限公司,招商银行股份有限公司,混合型,20190116,20221208,0.6%,0.2%
006907,银华安鑫短债债券型证券投资基金A类,银华安鑫短债债券A,银华基金管理股份有限公司,中国建设银行股份有限公司,债券型,20190129,30001231,0.3%,0.1%
006908,银华安鑫短债债券型证券投资基金C类,银华安鑫短债债券C,银华基金管理股份有限公司,中国建设银行股份有限公司,债券型,20190129,30001231,0.3%,0.1%
006909,战略新兴成指交易型开放式指数证券投资基金发起式联接基金A类,华夏战略新兴成指ETF联接A,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20190605,30001231,0.5%,0.1%
006910,战略新兴成指交易型开放式指数证券投资基金发起式联接基金C类,华夏战略新兴成指ETF联接C,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20190605,30001231,0.5%,0.1%
006911,长江量化匠心甄选股票型证券投资基金A类,长江量化匠心甄选股票A,长江证券(上海)资产管理有限公司,平安银行股份有限公司,股票型,20190425,20230202,1.5%,0.2%
006912,长城久泰沪深300指数证券投资基金C类,长城久泰沪深300指数C,长城基金管理有限公司,招商银行股份有限公司,股票型,20190118,30001231,0.98%,0.2%
006913,南方华元债券型证券投资基金A类,南方华元债券A,南方基金管理股份有限公司,兴业银行股份有限公司,债券型,20190225,30001231,0.3%,0.1%
006914,南方华元债券型证券投资基金C类,南方华元债券C,南方基金管理股份有限公司,兴业银行股份有限公司,债券型,20190225,30001231,0.3%,0.1%
006915,南方亨元债券型发起式证券投资基金A类,南方亨元债券A,南方基金管理股份有限公司,徽商银行股份有限公司,债券型,20190301,30001231,0.3%,0.1%
006916,南方亨元债券型发起式证券投资基金C类,南方亨元债券C,南方基金管理股份有限公司,徽商银行股份有限公司,债券型,20190301,30001231,0.3%,0.1%
006917,上银慧祥利债券型证券投资基金C类,上银慧祥利债券C,上银基金管理有限公司,交通银行股份有限公司,债券型,20190124,30001231,0.3%,0.05%
006918,国联安安享稳健养老目标一年持有期混合型基金中基金(FOF),国联安安享稳健养老目标一年持有期混合(FOF),国联安基金管理有限公司,中国建设银行股份有限公司,混合型,20190426,20220425,0.6%,0.15%
006919,国寿安保泰和纯债债券型证券投资基金,国寿安保泰和纯债债券,国寿安保基金管理有限公司,中国民生银行股份有限公司,债券型,20190220,30001231,0.3%,0.1%
006921,南方智诚混合型证券投资基金,南方智诚混合,南方基金管理股份有限公司,中国银行股份有限公司,混合型,20190312,30001231,1.2%,0.2%
006923,前海开源沪港深非周期性行业股票型证券投资基金A类,前海开源沪港深非周期性行业股票A,前海开源基金管理有限公司,中国农业银行股份有限公司,股票型,20190313,30001231,1.2%,0.2%
006924,前海开源沪港深非周期性行业股票型证券投资基金C类,前海开源沪港深非周期性行业股票C,前海开源基金管理有限公司,中国农业银行股份有限公司,股票型,20190313,30001231,1.2%,0.2%
006925,永赢中债-1-3年政策性金融债指数证券投资基金,永赢中债-1-3年政策性金融债指数,永赢基金管理有限公司,江苏银行股份有限公司,债券型,20190314,30001231,0.15%,0.05%
006926,长城量化精选股票型证券投资基金A类,长城量化精选股票A,长城基金管理有限公司,中国银行股份有限公司,股票型,20190529,30001231,1.2%,0.2%
006927,浙商汇金聚鑫定期开放债券型发起式证券投资基金,浙商汇金聚鑫定期开放债券,浙江浙商证券资产管理有限公司,浙商银行股份有限公司,债券型,20190325,30001231,0.3%,0.1%
006928,长城创业板指数增强型发起式证券投资基金C类,长城创业板指数增强C,长城基金管理有限公司,中国工商银行股份有限公司,股票型,20190129,30001231,1%,0.15%
006929,博时富融纯债债券型证券投资基金,博时富融纯债债券,博时基金管理有限公司,徽商银行股份有限公司,债券型,20190129,30001231,0.3%,0.1%
006930,泰康中证港股通TMT主题指数型发起式证券投资基金A类,泰康中证港股通TMT主题指数A,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190403,20220404,0.5%,0.1%
006931,泰康中证港股通TMT主题指数型发起式证券投资基金C类,泰康中证港股通TMT主题指数C,泰康基金管理有限公司,中国工商银行股份有限公司,股票型,20190403,20220404,0.5%,0.1%
006932,平安0-3年期政策性金融债债券型证券投资基金A类,平安0-3年期政策性金融债债券A,平安基金管理有限公司,兴业银行股份有限公司,债券型,20190225,30001231,0.3%,0.1%
006933,平安0-3年期政策性金融债债券型证券投资基金C类,平安0-3年期政策性金融债债券C,平安基金管理有限公司,兴业银行股份有限公司,债券型,20190225,30001231,0.3%,0.1%
006934,平安3-5年期政策性金融债债券型证券投资基金A类,平安3-5年期政策性金融债债券A,平安基金管理有限公司,徽商银行股份有限公司,债券型,20190131,30001231,0.3%,0.1%
006935,平安3-5年期政策性金融债债券型证券投资基金C类,平安3-5年期政策性金融债债券C,平安基金管理有限公司,徽商银行股份有限公司,债券型,20190131,30001231,0.3%,0.1%
006936,华安安盛3个月定期开放债券型发起式证券投资基金,华安安盛3个月定期开放债券,华安基金管理有限公司,浙商银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
006937,工银瑞信沪深300指数证券投资基金C类,工银瑞信沪深300指数C,工银瑞信基金管理有限公司,中国建设银行股份有限公司,股票型,20190123,30001231,0.5%,0.1%
006938,鹏华中证500指数证券投资基金(LOF)C类,鹏华中证500指数(LOF)C,鹏华基金管理有限公司,中国工商银行股份有限公司,股票型,20190122,30001231,0.75%,0.15%
006939,鹏华沪深300指数证券投资基金(LOF)C类,鹏华沪深300指数(LOF)C,鹏华基金管理有限公司,中国工商银行股份有限公司,股票型,20190122,30001231,0.75%,0.15%
006941,国泰惠盈纯债债券型证券投资基金A类,国泰惠盈纯债债券A,国泰基金管理有限公司,华夏银行股份有限公司,债券型,20190307,30001231,0.3%,0.1%
006942,华泰柏瑞量化明选混合型证券投资基金A类,华泰柏瑞量化明选混合A,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,混合型,20190325,20230821,1.5%,0.25%
006943,华泰柏瑞量化明选混合型证券投资基金C类,华泰柏瑞量化明选混合C,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,混合型,20190325,20230821,1.5%,0.25%
006944,永赢悦利债券型证券投资基金,永赢悦利债券,永赢基金管理有限公司,徽商银行股份有限公司,债券型,20190509,30001231,0.3%,0.1%
